id,season,lg,team,abbreviation,playoffs,g,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss
313,2014,NBA,Los Angeles Lakers,LAL,FALSE,82,19705,38.7,86.2,0.45,9.6,25.1,0.381,29.2,61.1,0.478,17.2,22.6,0.757,9.2,32.3,41.5,24.8,7.5,5.5,15.3,20.1,104.2
314,2014,NBA,Memphis Grizzlies,MEM,TRUE,82,19805,42.1,90.7,0.464,5.5,15.5,0.353,36.6,75.2,0.487,16.7,22.5,0.741,12.8,34.1,46.9,24.2,8.5,5.1,15.2,21.1,106.3
315,2014,NBA,Miami Heat,MIA,TRUE,82,19880,41.6,83,0.501,8.8,24.2,0.364,32.8,58.8,0.558,18.9,24.9,0.76,8.3,31.7,40,24.4,9.7,4.9,16,21.1,110.9
316,2014,NBA,Milwaukee Bucks,MIL,FALSE,82,19880,38.8,88.6,0.438,7.2,20.4,0.353,31.6,68.2,0.464,18.1,24.2,0.747,12.8,31.6,44.3,23.2,7.1,5.3,16.3,22.5,103
317,2014,NBA,Minnesota Timberwolves,MIN,FALSE,82,19855,39.6,89.1,0.444,7.5,21.8,0.341,32.2,67.3,0.478,22.2,28.6,0.778,12.7,32.8,45.6,24.4,8.9,3.7,14.2,18.7,108.9
318,2014,NBA,New Orleans Pelicans,NOP,FALSE,82,19855,40.7,88.7,0.459,6.4,17.1,0.373,34.3,71.6,0.479,19.5,25.4,0.769,12.2,32.6,44.8,22.9,8.5,6.9,14.8,24.4,107.2
319,2014,NBA,New York Knicks,NYK,FALSE,82,19855,40.5,90.2,0.449,10.2,27.3,0.372,30.4,63,0.482,17,22.4,0.761,11.7,32.6,44.3,22,8.5,4.9,14.2,24.3,108.3
320,2014,NBA,Oklahoma City Thunder,OKC,TRUE,82,19805,40.6,86.1,0.471,8.4,23.3,0.361,32.1,62.8,0.512,21,26.1,0.806,11.3,35.3,46.6,22.8,8.6,6.4,15.9,23.6,110.5
321,2014,NBA,Orlando Magic,ORL,FALSE,82,19955,38.8,87.1,0.445,7.2,20.5,0.353,31.6,66.6,0.474,16.8,22,0.763,10.2,34.1,44.3,22.2,8.1,4.5,15.7,21.6,101.7
322,2014,NBA,Philadelphia 76ers,PHI,FALSE,82,19855,37.9,87.2,0.435,7,22.5,0.312,30.9,64.6,0.477,16.6,23.4,0.71,11.6,31.2,42.7,21.8,9.3,4,16.9,22.5,99.4
323,2014,NBA,Phoenix Suns,PHO,FALSE,82,19755,40.2,86.8,0.463,9.7,26.1,0.372,30.5,60.8,0.503,19.3,25.4,0.758,11.8,33,44.8,19.8,8.7,4.7,16,22.8,109.5
324,2014,NBA,Portland Trail Blazers,POR,TRUE,82,19855,40.9,90.9,0.45,9.8,26.4,0.372,31.1,64.5,0.481,20,24.5,0.815,13,35.5,48.5,24.3,5.8,4.9,14.3,20.1,111.5
325,2014,NBA,Sacramento Kings,SAC,FALSE,82,19830,38.8,86.8,0.447,6.3,18.9,0.333,32.5,67.9,0.479,21.8,28.7,0.759,12.7,34.1,46.8,19.8,7.5,4.1,16,23.7,105.7
326,2014,NBA,San Antonio Spurs,SAS,TRUE,82,19755,42.5,87.5,0.486,8.9,22.5,0.397,33.6,65.1,0.517,16.5,21,0.785,9.7,35.6,45.4,26.4,7.7,5.4,15.1,19.1,110.5
327,2014,NBA,Toronto Raptors,TOR,TRUE,82,19955,39.2,88,0.445,9.3,25.1,0.372,29.8,62.9,0.475,21.1,26.9,0.782,12.2,33.4,45.7,22.7,7.6,4.5,15.2,24.6,108.8
328,2014,NBA,Utah Jazz,UTA,FALSE,82,19780,39.2,88.3,0.444,7.2,20.9,0.344,32,67.4,0.474,17.9,23.9,0.747,12,32.9,44.9,22.1,7.6,4.9,15.9,22.6,103.5
329,2014,NBA,Washington Wizards,WAS,TRUE,82,20055,40.8,88.8,0.459,8.3,21.9,0.38,32.5,67,0.485,16.1,22,0.731,11.4,33,44.4,24.5,8.6,4.8,15.5,21.5,106
330,2013,NBA,Atlanta Hawks,ATL,TRUE,82,19855,40.2,86.7,0.464,9.2,24.8,0.371,31,61.9,0.501,15.1,21.1,0.715,9.9,33.8,43.7,26.2,8.7,4.8,15.9,19.2,104.8
331,2013,NBA,Boston Celtics,BOS,TRUE,81,19840,39.6,85.2,0.465,6.6,18.3,0.358,33,66.8,0.494,17.4,22.4,0.776,8.6,33.4,42,24.3,8.8,4.8,15.6,22.6,103.1
332,2013,NBA,Brooklyn Nets,BRK,TRUE,82,19855,40.1,89.1,0.45,8.6,24,0.357,31.5,65.1,0.484,19.5,26.7,0.731,14.3,33.5,47.8,22.7,8.2,5.3,16.4,20.4,108.2
333,2013,NBA,Charlotte Bobcats,CHA,FALSE,82,19805,37.4,88.1,0.425,6.2,18.5,0.335,31.2,69.6,0.448,20.5,27.3,0.75,12.2,31.7,43.8,21,7.8,6.3,15.3,20.7,101.5
334,2013,NBA,Chicago Bulls,CHI,TRUE,82,19830,39.6,90.7,0.437,6,17.1,0.353,33.6,73.6,0.456,18.2,23.5,0.773,13.9,34.1,48,25.5,8,5.6,15.9,21.9,103.5
335,2013,NBA,Cleveland Cavaliers,CLE,FALSE,82,19730,39.5,91,0.434,7.2,20.8,0.346,32.2,70.1,0.46,18.2,24.1,0.756,13.2,31.1,44.3,22.3,8.5,4.4,15.1,22.9,104.3
336,2013,NBA,Dallas Mavericks,DAL,FALSE,82,19980,40.6,88,0.462,7.7,20.8,0.372,32.9,67.2,0.489,16.9,21.3,0.793,9.8,34.1,43.9,24.3,8.3,5.8,14.6,21.7,105.9
337,2013,NBA,Denver Nuggets,DEN,TRUE,82,19905,42.3,88.6,0.478,6.6,19.3,0.343,35.7,69.3,0.516,19.1,27.2,0.701,13.8,33,46.8,25.4,9.7,6.8,15.9,21.3,110.4
338,2013,NBA,Detroit Pistons,DET,FALSE,82,19805,39.7,88.6,0.449,6.8,19.2,0.356,32.9,69.4,0.474,17.4,24.9,0.699,13.2,32.9,46.1,23.2,7.7,5.3,16.6,21.7,103.8
339,2013,NBA,Golden State Warriors,GSW,TRUE,82,19805,40.2,87.7,0.458,8.4,20.9,0.403,31.7,66.8,0.475,17.7,22.4,0.79,11.4,35.9,47.3,23.7,7.3,4.4,15.9,22.5,106.4
340,2013,NBA,Houston Rockets,HOU,TRUE,82,19780,39.4,85.6,0.461,10.9,29.9,0.366,28.5,55.7,0.511,19.9,26.3,0.754,11.5,33.5,45,24,8.6,4.5,17,21,109.7
341,2013,NBA,Indiana Pacers,IND,TRUE,81,19590,38.7,88.6,0.436,7.5,21.7,0.347,31.1,66.9,0.465,19.4,26,0.746,14.2,36.3,50.5,22.3,7.9,7,16.7,22.1,104.3
342,2013,NBA,Los Angeles Clippers,LAC,TRUE,82,19730,42.2,88.2,0.478,8.4,23.4,0.358,33.8,64.8,0.522,17.9,25.2,0.711,12.5,33,45.6,26.1,10.5,6.2,16,22.9,110.6
343,2013,NBA,Los Angeles Lakers,LAL,TRUE,82,19755,39.1,85.4,0.458,9.2,25.9,0.355,29.9,59.5,0.503,20.4,29.4,0.692,12.1,35.1,47.3,23.4,7.4,5.5,15.8,18.9,107.8
344,2013,NBA,Memphis Grizzlies,MEM,TRUE,82,19805,40.6,91.5,0.444,5.2,15.2,0.345,35.4,76.4,0.463,18.5,23.9,0.773,14.5,33.5,48,23.5,9.6,6,15.7,22.7,104.9
345,2013,NBA,Miami Heat,MIA,TRUE,82,19880,41.9,84.5,0.496,9.5,24.1,0.396,32.4,60.4,0.536,18.9,25.1,0.754,9,33.2,42.2,25.2,9.5,5.9,15.2,20.4,112.3
346,2013,NBA,Milwaukee Bucks,MIL,TRUE,82,19830,40,92,0.435,7.7,21.3,0.36,32.3,70.6,0.457,16,21.7,0.736,13.7,32.4,46.1,24,8.8,7,14.8,19.9,103.6
347,2013,NBA,Minnesota Timberwolves,MIN,FALSE,82,19730,38.6,87.8,0.439,5.9,19.3,0.305,32.7,68.5,0.477,19.9,26.8,0.742,12.7,32.4,45.2,24.1,9.2,5.1,15.9,19.8,102.9
348,2013,NBA,New Orleans Hornets,NOH,FALSE,82,19780,40.5,90.3,0.448,7.3,20.2,0.363,33.2,70.1,0.473,17.4,22.4,0.776,13.5,33.2,46.8,23.6,7.1,6,16.4,22.9,105.7
349,2013,NBA,New York Knicks,NYK,TRUE,82,19730,40.6,90.6,0.448,12.1,32.1,0.376,28.5,58.5,0.487,17.8,23.4,0.759,12.1,33,45.1,21.4,9.1,4,13.4,22.4,111.1
350,2013,NBA,Oklahoma City Thunder,OKC,TRUE,82,19830,40.5,84.3,0.481,7.8,20.6,0.377,32.8,63.7,0.514,23.6,28.5,0.828,11.1,35.3,46.4,22.7,8.8,8.1,16.2,21.4,112.4
351,2013,NBA,Orlando Magic,ORL,FALSE,82,19780,40.7,90.9,0.448,6.7,20.2,0.329,34.1,70.6,0.482,13.5,17.9,0.755,11.7,34.4,46.1,24.6,7,4.7,15.7,20.9,101.6
352,2013,NBA,Philadelphia 76ers,PHI,FALSE,82,19755,40.8,92,0.444,6.9,19.2,0.36,33.9,72.9,0.466,13.4,18.4,0.729,12,33.3,45.2,24.9,8.1,5.1,14.3,20.1,102
353,2013,NBA,Phoenix Suns,PHO,FALSE,82,19805,39.7,89.7,0.443,6.2,18.9,0.33,33.5,70.8,0.473,15.6,21,0.744,12.4,31.8,44.3,24.1,8.5,5.6,16.6,21.9,101.2
354,2013,NBA,Portland Trail Blazers,POR,FALSE,82,19855,39.8,88.8,0.448,8.9,25.2,0.353,30.9,63.6,0.486,17.2,22.2,0.776,11.6,32.7,44.3,23.6,7.1,4.7,15.9,20.1,105.8
355,2013,NBA,Sacramento Kings,SAC,FALSE,82,19830,39.9,89.2,0.447,7.9,21.7,0.363,32,67.5,0.474,18.6,24.2,0.769,12.2,30.8,43,22.1,8.7,4.4,15.5,22.2,106.2
356,2013,NBA,San Antonio Spurs,SAS,TRUE,82,19880,41.1,85.6,0.481,8.5,22.6,0.376,32.6,62.9,0.519,17.5,22.1,0.791,8.5,34.9,43.4,26.4,8.9,5.7,15.5,18.3,108.3
357,2013,NBA,Toronto Raptors,TOR,FALSE,82,19980,39.6,88.8,0.446,7.6,22.1,0.343,32,66.7,0.48,19.2,24.3,0.788,11.6,32.2,43.8,23.5,7.9,5.2,14.9,24.4,105.9
358,2013,NBA,Utah Jazz,UTA,FALSE,82,19880,40.4,89.1,0.454,6.7,18.4,0.366,33.7,70.7,0.477,19.1,25,0.764,13.1,32.6,45.8,24.7,9.2,6.8,16.1,23.2,106.7
359,2013,NBA,Washington Wizards,WAS,FALSE,82,19855,38.2,87.8,0.435,7.1,19.6,0.365,31,68.2,0.455,16.8,22.9,0.733,11.6,34.8,46.4,23.3,7.8,4.9,16.2,22,100.2
360,2012,NBA,Atlanta Hawks,ATL,TRUE,66,16165,40,88,0.454,8.1,21.9,0.37,31.9,66.1,0.482,16.9,22.8,0.74,10.7,34,44.7,24.4,8.8,5,15.2,19.4,104.9
361,2012,NBA,Boston Celtics,BOS,TRUE,66,15940,39,84.7,0.46,6,16.5,0.367,33,68.3,0.483,16.9,21.8,0.778,8.5,34.2,42.7,25.9,8.3,6,16.3,21.9,101
362,2012,NBA,Charlotte Bobcats,CHA,FALSE,66,15890,36.4,87.8,0.414,4.4,14.8,0.295,32,73,0.439,18.1,24.2,0.746,11.2,31.4,42.6,22,6.6,6,15.9,20.7,95.2
363,2012,NBA,Chicago Bulls,CHI,TRUE,66,15940,41.7,92.3,0.452,7.1,18.9,0.375,34.6,73.4,0.471,17,23.5,0.722,15.5,36.6,52,25.8,7.7,6.6,15.6,19.2,107.4
364,2012,NBA,Cleveland Cavaliers,CLE,FALSE,66,15965,37.2,88.2,0.422,7.2,21,0.346,30,67.3,0.446,19.4,27.1,0.716,13.8,32.1,45.9,21.5,7.7,4.3,16.7,21.7,101.1
365,2012,NBA,Dallas Mavericks,DAL,TRUE,66,16065,39.2,88.4,0.443,8.1,23.9,0.339,31.1,64.5,0.482,16.8,21.8,0.771,10.9,35.2,46.1,22.5,9.2,5.5,15.1,20,103.3
366,2012,NBA,Denver Nuggets,DEN,TRUE,66,16040,40.9,85.9,0.476,6.9,20.8,0.332,33.9,65,0.522,20.5,28,0.735,11.7,33.4,45.2,25.1,8.6,5.2,16.1,20.6,109.2
367,2012,NBA,Detroit Pistons,DET,FALSE,66,15965,38.6,88.1,0.438,5.3,15.4,0.346,33.3,72.7,0.457,18.5,24.6,0.752,13.1,31.7,44.8,20.8,7.7,4.7,17.4,21.8,101
368,2012,NBA,Golden State Warriors,GSW,FALSE,66,15915,40.6,88.9,0.457,8.6,22.1,0.388,32.1,66.8,0.48,15.5,20.2,0.77,10.5,31.8,42.2,24,8.6,5.9,14.9,23,105.4
369,2012,NBA,Houston Rockets,HOU,FALSE,66,16065,40.6,90.3,0.449,7.8,21.7,0.359,32.8,68.6,0.477,16.6,21.2,0.782,12.5,32.8,45.3,22.9,8.1,5.2,15.6,21.9,105.5
370,2012,NBA,Indiana Pacers,IND,TRUE,66,15990,38.9,88.9,0.438,6.5,17.6,0.368,32.5,71.3,0.455,22.3,28.5,0.782,13.7,34.2,47.9,20.3,8.7,5.9,15.3,23.7,106.7
371,2012,NBA,Los Angeles Clippers,LAC,TRUE,66,15965,41.1,90.5,0.455,8.7,24.3,0.357,32.5,66.2,0.49,17.6,25.9,0.68,13.5,32.8,46.2,23.3,9.4,5.3,14.8,23.6,108.5
372,2012,NBA,Los Angeles Lakers,LAL,TRUE,66,16065,40.1,87.8,0.457,6,18.3,0.326,34.1,69.4,0.491,19.8,26.2,0.756,13.2,37.1,50.3,24.5,6.4,5.8,16.5,18.3,106
373,2012,NBA,Memphis Grizzlies,MEM,TRUE,66,15940,40.2,89.9,0.447,4.6,14.1,0.326,35.6,75.8,0.47,18.9,24.9,0.759,13.8,32.2,46,21.4,10.5,5.7,15.8,21.8,104
374,2012,NBA,Miami Heat,MIA,TRUE,66,16040,40.1,85.5,0.469,6.1,16.9,0.359,34.1,68.6,0.496,20.3,26.2,0.775,11.3,33.8,45,21.6,9.6,5.8,16.4,21,106.6
375,2012,NBA,Milwaukee Bucks,MIL,FALSE,66,15865,40.4,91.2,0.443,7,20.4,0.345,33.3,70.8,0.471,17.7,22.8,0.774,13.2,32,45.2,25,8.8,5.4,15,20.5,105.5
376,2012,NBA,Minnesota Timberwolves,MIN,FALSE,66,15940,38,87.7,0.433,7.6,23,0.332,30.4,64.7,0.469,20.7,26.8,0.771,12.9,33.7,46.6,20.8,7,4.7,16.2,19.6,104.3
377,2012,NBA,New Jersey Nets,NJN,FALSE,66,15890,37.9,89.1,0.425,8.5,24.8,0.342,29.4,64.3,0.457,18.6,24,0.777,13.1,31.5,44.6,22,8.3,4.4,16.7,21.2,102.9
378,2012,NBA,New Orleans Hornets,NOH,FALSE,66,15940,39.2,87,0.451,4.4,13.2,0.333,34.8,73.8,0.472,18,23.8,0.757,12.3,33.9,46.3,23.3,8.3,5.4,17.5,22.6,100.9
379,2012,NBA,New York Knicks,NYK,TRUE,66,15940,38.2,86.2,0.443,8.4,24.9,0.336,29.9,61.4,0.487,19.6,26.4,0.741,12,32.5,44.5,21.5,10.1,4.5,17.1,22.5,104.4
380,2012,NBA,Oklahoma City Thunder,OKC,TRUE,66,15990,39.7,84.4,0.471,7.6,21.3,0.358,32.1,63.1,0.509,22.7,28.1,0.806,11.7,34.8,46.5,19.8,8,8.7,17.4,21.8,109.8
381,2012,NBA,Orlando Magic,ORL,TRUE,66,15965,38.4,87.2,0.441,11.3,30.1,0.375,27.1,57,0.475,16.8,25.5,0.66,12.5,34.8,47.3,22.3,7.6,4.6,16.6,19.7,105
382,2012,NBA,Philadelphia 76ers,PHI,TRUE,66,15915,41.6,92.8,0.448,5.9,16.2,0.362,35.7,76.6,0.466,14.9,20.1,0.742,11.8,36.1,47.9,24.4,8.8,5.7,12.4,19.5,103.9
383,2012,NBA,Phoenix Suns,PHO,FALSE,66,15840,40.8,89.1,0.458,7.3,21.2,0.343,33.6,67.9,0.494,17.3,22.9,0.757,11.7,33.3,45,24.3,7.1,6,15.2,20.2,106.2
384,2012,NBA,Portland Trail Blazers,POR,FALSE,66,15965,39.6,89.3,0.443,7.9,22.8,0.346,31.7,66.5,0.477,18.7,23.5,0.796,12.1,32.1,44.2,22.2,8.7,5.3,15.4,20.6,105.7
385,2012,NBA,Sacramento Kings,SAC,FALSE,66,15915,39.7,91,0.436,6.5,20.7,0.316,33.1,70.3,0.471,18,24.4,0.736,14,31,45.1,20.2,8.9,5.1,15.2,20.5,103.8
386,2012,NBA,San Antonio Spurs,SAS,TRUE,66,15940,42.3,88.5,0.478,8.9,22.8,0.393,33.4,65.8,0.507,17.3,23.1,0.748,11.1,34.9,46,24.8,7.9,4.7,14.5,18.5,110.9
387,2012,NBA,Toronto Raptors,TOR,FALSE,66,15965,38.2,86.8,0.44,6.1,18.1,0.34,32,68.7,0.467,18.3,23.7,0.77,11.7,34.9,46.7,23.3,7.2,5.4,16.9,25.8,100.8
388,2012,NBA,Utah Jazz,UTA,TRUE,66,16165,41,89.8,0.456,4.4,13.7,0.323,36.5,76.1,0.48,20.4,27.1,0.754,14,33.4,47.4,23.4,8.8,6.3,15.2,23.4,106.8
389,2012,NBA,Washington Wizards,WAS,FALSE,66,15865,39.5,89.5,0.441,5.6,17.6,0.32,33.8,71.9,0.47,16.5,22.7,0.727,12.7,32.3,45,20.6,8.6,6.8,16.5,23,101
390,2011,NBA,Atlanta Hawks,ATL,TRUE,82,19730,40.5,87.6,0.462,6.8,19.4,0.352,33.6,68.1,0.494,18.3,23.5,0.779,10.4,33.5,43.9,24.5,6.8,4.6,15.2,21.2,106.1
391,2011,NBA,Boston Celtics,BOS,TRUE,82,19780,40.6,83.5,0.486,5.5,15,0.365,35.1,68.5,0.513,19.6,25.4,0.77,8.6,34.1,42.7,25.8,9.1,4.6,16,22.5,106.2
392,2011,NBA,Charlotte Bobcats,CHA,FALSE,82,19805,38.8,86,0.451,5.3,16.3,0.327,33.5,69.8,0.48,20.4,27,0.756,11.5,33,44.5,23.4,7.1,5.9,16.1,22.1,103.4
393,2011,NBA,Chicago Bulls,CHI,TRUE,82,19830,40.7,88.2,0.462,6.8,19,0.361,33.9,69.3,0.489,20,26.9,0.743,13,35.5,48.5,24.5,7.9,6.3,15.6,22,108.3
394,2011,NBA,Cleveland Cavaliers,CLE,FALSE,82,19755,37.7,86.8,0.434,6.6,19.4,0.342,31,67.3,0.461,20.2,27.1,0.745,11.2,32,43.2,22.5,7.1,4.5,15.2,21.5,102.2
395,2011,NBA,Dallas Mavericks,DAL,TRUE,82,19705,40.9,86.2,0.475,8.6,23.6,0.365,32.3,62.6,0.516,19.2,24.7,0.777,10.4,34.9,45.3,26.1,7.4,4.7,15.3,21,109.7
396,2011,NBA,Denver Nuggets,DEN,TRUE,82,19705,40.1,84.3,0.476,8.4,21.7,0.388,31.6,62.6,0.506,23.7,31,0.765,10.1,33.8,43.9,23.1,7.7,4.5,14.7,21.9,112.3
397,2011,NBA,Detroit Pistons,DET,FALSE,82,19880,41.4,90,0.46,6.4,17,0.376,35,73,0.479,18.5,25.1,0.737,12.6,30.3,42.9,23.4,8.1,4.4,14.4,22.1,107.7
398,2011,NBA,Golden State Warriors,GSW,FALSE,82,19830,41.5,90,0.461,8.7,22.3,0.392,32.8,67.6,0.484,16.5,21.6,0.761,12.2,30.3,42.4,23.6,9.4,5.2,15.3,23.1,108.2
399,2011,NBA,Houston Rockets,HOU,FALSE,82,19880,40.6,89.4,0.454,8.7,23.6,0.367,31.9,65.8,0.486,21.4,26.7,0.801,12.3,32.7,45,25.1,7.4,4.8,14.2,21,111.3
400,2011,NBA,Indiana Pacers,IND,TRUE,82,19780,38.5,86.9,0.442,7.5,21.2,0.354,31,65.8,0.471,20.4,26.1,0.782,11.7,34,45.7,20.6,7.5,5.8,16.2,22.8,104.8
401,2011,NBA,Los Angeles Clippers,LAC,FALSE,82,19855,39.3,85.8,0.457,6.7,19.8,0.338,32.6,66.1,0.493,20.1,28.5,0.707,12.4,32.6,45,23.6,7.6,5.2,17.5,22.6,105.3
402,2011,NBA,Los Angeles Lakers,LAL,TRUE,82,19830,41.7,90.1,0.463,7,19.8,0.352,34.7,70.3,0.494,20.6,26.4,0.779,13.2,34.9,48.1,24,8,5.6,14.3,20.7,111
403,2011,NBA,Memphis Grizzlies,MEM,TRUE,82,19880,42,89.3,0.471,4.1,12.2,0.334,38,77.2,0.492,19.5,26,0.75,12.7,31.4,44.1,22.2,10.1,5.8,15,22.4,107.6
404,2011,NBA,Miami Heat,MIA,TRUE,82,19780,40.5,84.1,0.481,7.3,19.7,0.37,33.2,64.4,0.515,23.5,30.5,0.769,10.5,35.6,46.1,21.9,7.3,5.7,15.2,22.3,111.7
405,2011,NBA,Milwaukee Bucks,MIL,FALSE,82,19830,37.9,88.2,0.43,6.5,19.1,0.342,31.4,69.2,0.454,19.2,25.4,0.757,11.6,33.4,45.1,20.8,8.3,5.4,14.9,22.7,101.6
406,2011,NBA,Minnesota Timberwolves,MIN,FALSE,82,19780,38.9,88.2,0.441,7.4,19.7,0.376,31.5,68.5,0.459,19.1,24.9,0.768,13.6,32.1,45.8,20.8,7.4,5.3,17.6,23,104.2
407,2011,NBA,New Jersey Nets,NJN,FALSE,82,20005,38.9,88.6,0.44,6.1,17.8,0.343,32.8,70.7,0.464,19,25.1,0.759,12.1,32.6,44.7,23,6.1,5.1,15.4,24.1,103.1
408,2011,NBA,New Orleans Hornets,NOH,TRUE,82,19830,40.2,87.5,0.459,6.1,16.8,0.36,34.1,70.7,0.482,19.8,25.9,0.765,11.2,33.7,44.9,23.1,8.5,4.9,14.6,23.5,106.2
409,2011,NBA,New York Knicks,NYK,TRUE,82,19780,39.9,87.2,0.457,9.7,26.4,0.368,30.2,60.8,0.496,21.4,26.5,0.809,10.8,31.4,42.1,22.3,7.9,6,14.3,22.1,110.9
410,2011,NBA,Oklahoma City Thunder,OKC,TRUE,82,20005,39.7,85.5,0.464,6.3,18.2,0.347,33.4,67.4,0.495,25.6,31.1,0.823,11.7,33.7,45.4,21.6,8.5,6.3,15,23.8,111.2
411,2011,NBA,Orlando Magic,ORL,TRUE,82,19830,39.2,85,0.461,10.2,27.9,0.366,29,57.1,0.507,19.3,27.9,0.692,11.5,35.5,47,21.7,7.3,5.1,16.2,21.8,107.9
412,2011,NBA,Philadelphia 76ers,PHI,TRUE,82,19930,41,89,0.461,5.8,16.4,0.355,35.2,72.6,0.485,18.7,24.3,0.77,11.2,33.9,45,24.4,8.2,4.7,14,20.9,106.6
413,2011,NBA,Phoenix Suns,PHO,FALSE,82,20005,40.9,87,0.47,8.9,23.6,0.377,32,63.4,0.505,18.7,24.6,0.759,10.4,31.5,41.9,24.7,6.9,4.5,14.9,21.2,109.5
414,2011,NBA,Portland Trail Blazers,POR,TRUE,82,19805,40.7,91,0.447,7.1,20.7,0.345,33.5,70.2,0.477,20.3,25.3,0.804,13.7,30.7,44.5,23.9,9.1,4.9,14.7,21.8,108.8
415,2011,NBA,Sacramento Kings,SAC,FALSE,82,19855,39.8,88.6,0.449,5.4,16.2,0.335,34.4,72.4,0.475,18.5,25.2,0.734,13.6,32.1,45.7,21.3,7.7,5,16.8,22.9,103.5
416,2011,NBA,San Antonio Spurs,SAS,TRUE,82,19780,41.4,87.1,0.475,9,22.7,0.397,32.4,64.4,0.503,20,26.1,0.767,10.9,34.2,45.1,24.1,7.9,4.9,14.5,20.5,111.8
417,2011,NBA,Toronto Raptors,TOR,FALSE,82,19780,41.1,88.3,0.465,4.5,14.3,0.316,36.6,74,0.494,19.5,25.8,0.755,12.6,30.6,43.2,23.5,7.6,4.6,15.8,23.6,106.1
418,2011,NBA,Utah Jazz,UTA,FALSE,82,19880,40.6,87.4,0.465,5.8,16.7,0.346,34.9,70.7,0.493,21.1,27.3,0.771,11.9,31,42.9,25.5,8.3,6.4,15.6,24.7,108.1
419,2011,NBA,Washington Wizards,WAS,FALSE,82,19930,39.1,88.4,0.443,5,15.2,0.332,34.1,73.2,0.465,19.1,25.7,0.745,13,30.5,43.5,20.4,8.5,6.4,16.1,23.7,102.4
420,2010,NBA,Atlanta Hawks,ATL,TRUE,82,19855,42.7,91.2,0.468,7,19.5,0.36,35.6,71.7,0.497,19.5,25.7,0.759,13,32.9,45.9,24,7.9,5.5,13.1,21.9,111.9
421,2010,NBA,Boston Celtics,BOS,TRUE,82,19780,40.2,83.3,0.483,6.6,19,0.348,33.6,64.4,0.523,20.6,27.7,0.746,9.5,32.4,41.9,25.6,9.3,5.3,16.1,24,107.7
422,2010,NBA,Charlotte Bobcats,CHA,TRUE,82,19880,38.2,84.3,0.453,6.1,17.8,0.346,32,66.5,0.482,21.9,29.1,0.751,11.5,33.3,44.7,22.2,8.4,6,17.2,21.3,104.4
423,2010,NBA,Chicago Bulls,CHI,TRUE,82,19905,39.9,88.4,0.451,4.6,13.8,0.33,35.3,74.6,0.474,19.2,25.4,0.754,12.1,35.2,47.3,22.1,6.9,6.2,15.2,21.3,103.5
424,2010,NBA,Cleveland Cavaliers,CLE,TRUE,82,19780,41.2,84.9,0.485,8,21,0.381,33.2,63.9,0.52,20.8,29,0.72,10.5,35.8,46.3,24.4,7.5,5.6,15.1,21.1,111.2
425,2010,NBA,Dallas Mavericks,DAL,TRUE,82,19880,41,88.2,0.464,7.3,19.6,0.372,33.7,68.7,0.491,19.9,24.4,0.816,10.9,33.8,44.6,25,8.1,5.9,13.8,20.4,109.2
426,2010,NBA,Denver Nuggets,DEN,TRUE,82,19780,40,85.5,0.468,7,19.4,0.359,33,66.1,0.5,24.8,32.1,0.772,11.4,32.1,43.5,22,8.7,5.3,14.5,23.6,111.8
427,2010,NBA,Detroit Pistons,DET,FALSE,82,19780,40.3,90.5,0.445,5.1,16.3,0.314,35.2,74.2,0.474,19.9,27.4,0.728,14.4,30.7,45.2,21.8,8.2,4.3,15.1,25,105.6
428,2010,NBA,Golden State Warriors,GSW,FALSE,82,19730,40.4,86,0.469,7.7,20.4,0.375,32.7,65.5,0.499,19.8,25.3,0.782,9.1,29.1,38.2,22.3,9.2,4.1,14.6,22.9,108.1
429,2010,NBA,Houston Rockets,HOU,FALSE,82,19905,39.7,88.8,0.447,8.3,23.6,0.351,31.4,65.2,0.481,20,25.9,0.772,12.4,31.7,44.1,22.9,7.5,4.1,15.2,21.9,107.6
430,2010,NBA,Indiana Pacers,IND,FALSE,82,19705,37.9,85.6,0.443,8.3,23.8,0.348,29.6,61.8,0.479,19.6,25.3,0.775,9.9,32.9,42.7,21.7,7.3,5.5,15.5,23.2,103.7
431,2010,NBA,Los Angeles Clippers,LAC,FALSE,82,19705,39.5,86.8,0.455,6.4,19.2,0.332,33.1,67.7,0.49,17.9,24.6,0.73,12.2,32.9,45.1,23.8,7,6.1,16.9,20.8,103.3
432,2010,NBA,Los Angeles Lakers,LAL,TRUE,82,19830,41,89.7,0.457,6.9,20.4,0.341,34.1,69.3,0.492,19.8,25.9,0.765,12.7,34.7,47.4,22.6,8,5.2,14.3,20.8,108.8
433,2010,NBA,Memphis Grizzlies,MEM,FALSE,82,19905,41.5,88.6,0.469,4.4,13.1,0.337,37.1,75.5,0.492,20.8,28.4,0.733,13.8,32.2,46,19.9,8.3,5.1,16.1,21.3,108.3
