id,seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
2792,31113,2023,4217,Victor Oladipo,NA,SG,30,10,NBA,MIA,42,2,1106,7.2,18.2,0.397,3.2,9.6,0.33,4.1,8.6,0.471,2.7,3.6,0.747,0.7,5,5.8,6.6,2.6,0.5,3.9,4.5,20.2,99,112
2793,31114,2023,5105,Vince Williams Jr.,NA,SG,22,1,NBA,MEM,15,1,105,5.4,18.1,0.3,1.8,12.7,0.143,3.6,5.4,0.667,0.9,0.9,1,1.8,5,6.8,1.8,2.7,0.9,2.3,5.4,13.6,79,110
2794,31115,2023,5019,Vit Krejci,NA,PG,22,2,NBA,ATL,29,0,165,4.3,10.7,0.405,1.4,6.1,0.238,2.9,4.6,0.625,0.3,0.6,0.5,1.7,5.8,7.5,4.9,1.4,0.3,1.4,4.9,10.4,108,118
2795,31116,2023,4799,Vlatko Čančar,NA,PF,25,4,NBA,DEN,60,9,889,5.9,12.5,0.476,2.4,6.3,0.374,3.6,6.2,0.58,2.1,2.3,0.927,1.3,5.7,7,4.4,1.2,0.8,2,4.6,16.3,119,116
2796,31117,2023,5106,Walker Kessler,NA,C,21,1,NBA,UTA,74,40,1703,8.4,11.6,0.72,0,0.1,0.333,8.3,11.5,0.723,2.3,4.5,0.516,6.5,10.9,17.4,1.9,0.7,4.9,1.6,4.7,19,140,111
2797,31118,2023,4682,Wendell Carter Jr.,NA,C,23,5,NBA,ORL,57,54,1690,9.2,17.5,0.525,2.3,6.4,0.356,6.9,11.1,0.624,4.1,5.6,0.738,3.4,10.8,14.2,3.8,0.9,0.9,3,4.5,24.8,119,113
2798,31119,2023,5107,Wendell Moore Jr.,NA,SG,21,1,NBA,MIN,29,2,153,5.6,13.4,0.419,0.6,5.3,0.118,5,8.1,0.615,1.2,1.6,0.8,1.2,4.3,5.6,5.6,2.5,1.6,2.5,4,13,98,113
2799,31120,2023,4800,Wenyen Gabriel,NA,PF,25,4,NBA,LAL,68,2,1024,7.2,12,0.596,0.5,1.7,0.278,6.7,10.4,0.647,2.4,3.9,0.619,5.4,7.9,13.2,1.7,1.2,1.6,2.1,6.7,17.2,123,113
2800,31121,2023,3914,Wesley Matthews,NA,SG,36,14,NBA,MIL,52,0,820,3.4,9.3,0.363,2.3,7.2,0.315,1.1,2.1,0.528,1.4,1.6,0.857,2,4.6,6.6,2,1.2,0.8,1,4.1,10.4,113,114
2801,31122,2023,4140,Will Barton,NA,SG,32,11,NBA,TOT,56,2,993,6.8,17.9,0.379,3.2,8.9,0.367,3.5,9.1,0.391,1.8,2.3,0.787,0.7,6,6.7,5.5,1.4,0.6,2.4,2.8,18.6,102,117
2802,31123,2023,4140,Will Barton,NA,SG,32,11,NBA,WAS,40,0,782,6.9,17.8,0.386,3.2,8.6,0.377,3.6,9.2,0.395,2.2,2.8,0.778,0.6,6.3,6.9,5.9,1.1,0.6,2.8,2.4,19.1,101,117
2803,31124,2023,4140,Will Barton,NA,SG,32,11,NBA,TOR,16,2,211,6.6,18.5,0.354,3.3,9.8,0.333,3.3,8.7,0.378,0.5,0.5,1,1.2,4.9,6.1,4,2.6,0.7,0.7,4,16.9,105,114
2804,31125,2023,4460,Willy Hernangómez,NA,C,28,7,NBA,NOP,38,2,458,9.4,17.9,0.527,0.3,1.2,0.273,9.1,16.7,0.544,8.6,11,0.779,6.1,12.9,19,3.5,1.8,1.4,4.1,6.8,27.7,118,108
2805,31126,2023,5108,Xavier Cooks,NA,PF,27,1,NBA,WAS,10,1,126,6.6,10.8,0.607,0,0.4,0,6.6,10.4,0.63,1.5,3.9,0.4,6.2,8.5,14.7,2.3,2.3,1.5,3.1,5,14.7,113,112
2806,31127,2023,5020,Xavier Moon,NA,SG,28,2,NBA,LAC,4,0,20,7.3,22,0.333,2.4,7.3,0.333,4.9,14.7,0.333,0,0,NA,0,7.3,7.3,12.2,0,0,2.4,4.9,17.1,96,119
2807,31128,2023,5021,Xavier Sneed,NA,SF,25,2,NBA,CHO,4,0,48,5,9.9,0.5,3,5.9,0.5,2,4,0.5,4,4,1,0,5,5,5,0,1,3,6.9,16.9,124,120
2808,31129,2023,4897,Xavier Tillman Sr.,NA,PF,24,3,NBA,MEM,61,29,1180,7.6,12.3,0.614,0.2,0.6,0.267,7.4,11.7,0.632,2,3.6,0.551,4.9,7.5,12.4,3.9,2.3,1.2,1.8,3.9,17.3,129,109
2809,31130,2023,4684,Yuta Watanabe,NA,SF,28,5,NBA,BRK,58,1,928,6,12.2,0.491,3.2,7.1,0.444,2.8,5.1,0.557,1.8,2.5,0.723,1.6,5.8,7.4,2.5,1.3,0.9,1.2,4.2,16.9,125,116
2810,31131,2023,4580,Zach Collins,NA,C,25,5,NBA,SAS,63,26,1441,9.3,18,0.518,1.8,4.8,0.374,7.5,13.1,0.571,3.5,4.7,0.761,3.8,9.4,13.2,5.9,1.2,1.6,4.2,6.5,24,112,118
2811,31132,2023,4299,Zach LaVine,NA,SG,27,9,NBA,CHI,77,77,2768,11.8,24.4,0.485,3.6,9.6,0.375,8.3,14.9,0.556,6.4,7.5,0.848,0.7,5.3,6.1,5.8,1.2,0.3,3.4,2.8,33.7,116,115
2812,31133,2023,4898,Zeke Nnaji,NA,PF,22,3,NBA,DEN,53,5,728,7.4,13.2,0.561,1.1,4.4,0.262,6.2,8.8,0.71,2.7,4.2,0.645,4.4,4.9,9.3,1.2,1.1,1.5,2.1,7.1,18.6,120,115
2813,31134,2023,5024,Ziaire Williams,NA,SF,21,2,NBA,MEM,37,4,561,7.1,16.6,0.429,2.1,8.2,0.258,5,8.4,0.596,1.4,1.9,0.773,1.4,5.3,6.7,3,1.2,0.5,3.1,4.9,17.8,97,114
2814,31135,2023,4803,Zion Williamson,NA,PF,22,3,NBA,NOP,29,29,956,14.4,23.8,0.608,0.4,1,0.368,14.1,22.8,0.618,9,12.6,0.714,2.9,7.3,10.2,6.7,1.6,0.8,5,3.3,38.2,120,112
2815,29646,2022,4219,Aaron Gordon,NA,PF,26,8,NBA,DEN,75,75,2376,9,17.2,0.52,1.8,5.4,0.335,7.2,11.9,0.605,3.5,4.7,0.743,2.6,6.5,9.1,3.9,0.9,0.9,2.7,3.1,23.2,115,114
2816,29647,2022,4899,Aaron Henry,NA,SF,22,1,NBA,PHI,6,0,17,2.9,14.7,0.2,0,2.9,0,2.9,11.7,0.25,0,0,NA,0,2.9,2.9,0,0,5.9,5.9,5.9,5.9,29,111
2817,29648,2022,4582,Aaron Holiday,NA,PG,25,4,NBA,TOT,63,15,1021,7.2,16.2,0.447,1.9,4.9,0.379,5.4,11.3,0.477,2.8,3.3,0.868,1.2,4.7,5.9,7.3,2,0.4,3.2,4.4,19.2,108,113
2818,29649,2022,4582,Aaron Holiday,NA,PG,25,4,NBA,WAS,41,14,663,7.5,16,0.467,1.7,5,0.343,5.7,11,0.524,2.1,2.6,0.8,0.7,4.3,5,5.8,1.8,0.7,2.9,4.5,18.7,105,116
2819,29650,2022,4582,Aaron Holiday,NA,PG,25,4,NBA,PHO,22,1,358,6.9,16.7,0.411,2.2,4.8,0.444,4.7,11.8,0.398,4.2,4.4,0.939,2,5.4,7.4,10.1,2.4,0,3.8,4.3,20,112,108
2820,29651,2022,4805,Aaron Nesmith,NA,SF,22,2,NBA,BOS,52,3,574,6.2,15.8,0.396,2.7,10,0.27,3.5,5.8,0.612,1.8,2.3,0.808,1.3,6.4,7.7,1.9,1.7,0.4,2.7,6.1,17,95,108
2821,29652,2022,4900,Aaron Wiggins,NA,SG,23,1,NBA,OKC,50,35,1209,6.3,13.6,0.463,1.7,5.6,0.304,4.6,8,0.573,2.5,3.4,0.729,2.1,5.1,7.2,2.7,1.2,0.4,2.2,3.7,16.8,107,116
2822,29653,2022,4463,Abdel Nader,NA,SF,28,5,NBA,PHO,14,0,145,4,11.6,0.343,1.3,4.6,0.286,2.7,7,0.381,2,3.3,0.6,1.3,7.6,9,2.3,2.7,1.3,3.7,6.6,11.3,79,104
2823,29654,2022,4901,Ade Murkey,NA,SG,24,1,NBA,SAC,1,0,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,124
2824,29655,2022,4688,Admiral Schofield,NA,SF,24,2,NBA,ORL,38,1,469,5.6,13.3,0.419,2.7,8.1,0.329,2.9,5.2,0.56,1.2,1.5,0.8,1.8,7.4,9.2,2.6,0.4,0.5,2.2,6,15.1,102,115
2825,29656,2022,4902,Ahmad Caver,NA,SG,25,1,NBA,IND,1,0,1,49,49,1,0,0,NA,49,49,1,0,0,NA,0,0,0,0,0,0,0,0,98,200,125
2826,29657,2022,3734,Al Horford,NA,C,35,15,NBA,BOS,69,69,2005,6.6,14.1,0.467,2.2,6.6,0.336,4.4,7.5,0.582,2,2.4,0.842,2.7,10.5,13.1,5.7,1.2,2.3,1.6,3.2,17.4,124,104
2827,29658,2022,3982,Alec Burks,NA,SG,30,11,NBA,NYK,81,44,2318,6.2,15.7,0.391,3.4,8.4,0.404,2.8,7.3,0.378,4.7,5.7,0.822,1,7.6,8.6,5.2,1.8,0.6,2,4.6,20.4,117,110
2828,29659,2022,4903,Aleem Ford,NA,SF,24,1,NBA,ORL,5,0,74,3.9,13.1,0.3,1.3,9.8,0.133,2.6,3.3,0.8,0,0,NA,1.3,8.5,9.8,1.3,0.7,0,2.6,4.6,9.2,67,115
2829,29660,2022,4806,Aleksej Pokusevski,NA,PF,20,2,NBA,OKC,61,12,1233,7.3,18,0.408,2.3,7.8,0.289,5.1,10.2,0.498,1.4,2,0.7,2.9,9.7,12.6,5.2,1.5,1.5,3.7,3.5,18.3,96,111
2830,29661,2022,4465,Alex Caruso,NA,SG,27,5,NBA,CHI,41,18,1147,4.3,10.9,0.398,1.8,5.4,0.333,2.6,5.5,0.462,2.5,3.1,0.795,1.4,4.9,6.3,7,3,0.6,2.4,4.5,12.9,110,112
2831,29662,2022,4142,Alex Len,NA,C,28,9,NBA,SAC,39,10,620,7.3,13.7,0.534,0.5,1.6,0.286,6.8,12,0.568,3.2,4.9,0.651,4,8.5,12.5,3.5,1,1.9,3.3,7.8,18.2,109,114
2832,29663,2022,4466,Alfonzo McKinnie,NA,SF,29,5,NBA,CHI,17,3,206,5.7,14.5,0.393,2.1,6.4,0.333,3.6,8.1,0.441,0.5,1.9,0.25,3.1,4.7,7.8,1.2,0.5,0.7,1.7,6.2,14,95,117
2833,29664,2022,4583,Alize Johnson,NA,PF,25,4,NBA,TOT,23,0,167,5,11.4,0.436,0,1.2,0,5,10.3,0.486,2.1,3.5,0.583,8.2,9.7,17.9,2.6,1.5,0,3.5,5.3,12,103,113
2834,29665,2022,4583,Alize Johnson,NA,PF,25,4,NBA,CHI,16,0,121,4.8,9.3,0.522,0,0.8,0,4.8,8.5,0.571,1.6,2.8,0.571,6.5,8.1,14.5,3.2,1.2,0,3.2,6.1,11.3,110,115
2835,29666,2022,4583,Alize Johnson,NA,PF,25,4,NBA,WAS,3,0,18,5.5,16.5,0.333,0,5.5,0,5.5,11,0.5,0,2.7,0,13.7,19.2,33,0,0,0,8.2,0,11,72,112
2836,29667,2022,4583,Alize Johnson,NA,PF,25,4,NBA,NOP,4,0,28,5.3,17.6,0.3,0,0,NA,5.3,17.6,0.3,5.3,7.1,0.75,12.3,10.6,22.9,1.8,3.5,0,1.8,5.3,15.9,106,108
2837,29668,2022,4904,Alperen Şengün,NA,C,19,1,NBA,HOU,72,13,1489,8,16.8,0.474,0.9,3.7,0.248,7,13,0.539,5.3,7.4,0.711,4.4,8.2,12.6,5.9,1.9,2.2,4.6,6.8,22.1,107,113
2838,29669,2022,4690,Amir Coffey,NA,SG,24,3,NBA,LAC,69,30,1567,6.6,14.6,0.453,3,7.9,0.378,3.6,6.6,0.542,3.2,3.7,0.863,0.8,5.3,6.2,3.9,1.2,0.5,1.4,2.7,19.4,120,113
2839,29670,2022,4064,Andre Drummond,NA,C,28,10,NBA,TOT,73,36,1437,8.5,14.9,0.57,0,0.1,0,8.5,14.8,0.574,3,5.6,0.524,7.9,15.5,23.4,4.5,2.7,2.3,3.9,6.6,19.9,114,102
2840,29671,2022,4064,Andre Drummond,NA,C,28,10,NBA,PHI,49,12,902,7.1,13.2,0.538,0,0.1,0,7.1,13,0.542,2.3,4.5,0.512,7.5,16.4,23.9,5.4,3.1,2.5,4.4,6.7,16.5,110,100
2841,29672,2022,4064,Andre Drummond,NA,C,28,10,NBA,BRK,24,24,535,10.8,17.7,0.61,0,0.1,0,10.8,17.6,0.613,4,7.4,0.537,8.4,14,22.4,3.1,2,2.1,3.3,6.4,25.6,121,106
2842,29673,2022,3500,Andre Iguodala,NA,SF,38,18,NBA,GSW,31,0,603,3.7,9.8,0.38,1.4,6,0.23,2.3,3.8,0.617,1.2,1.6,0.75,1.7,6.4,8.1,9.2,2.2,1.8,2.3,2.7,10,114,106
2843,29674,2022,4223,Andrew Wiggins,NA,SF,26,8,NBA,GSW,73,73,2329,9.9,21.3,0.466,3.3,8.4,0.393,6.7,13,0.513,3.1,4.9,0.634,1.8,5,6.8,3.4,1.6,1.1,2.3,3.3,26.3,109,109
2844,29675,2022,4586,Anfernee Simons,NA,SG,22,4,NBA,POR,57,30,1681,10.3,23.2,0.443,5.2,12.8,0.405,5.1,10.3,0.49,3,3.4,0.888,0.8,3.6,4.4,6.4,0.9,0.2,3.3,3.2,28.7,112,121
2845,29676,2022,4066,Anthony Davis,NA,C,28,10,NBA,LAL,40,40,1404,12.6,23.7,0.532,0.4,2.4,0.186,12.2,21.3,0.571,5.9,8.3,0.713,3.6,9.8,13.5,4.2,1.7,3.1,2.8,3.3,31.6,115,109
2846,29677,2022,4808,Anthony Edwards,NA,SG,20,2,NBA,MIN,72,72,2466,10.6,24,0.441,4.1,11.6,0.357,6.4,12.4,0.519,4.2,5.4,0.786,1.2,5.4,6.6,5.3,2,0.9,3.7,3.2,29.6,108,112
2847,29678,2022,4809,Anthony Gill,NA,PF,29,2,NBA,WAS,44,0,463,6.6,11.6,0.569,1.5,2.8,0.538,5.1,8.9,0.578,4.5,5.6,0.808,3.5,5.6,9.1,2.9,0.5,1.2,1.9,6.2,19.2,132,117
2848,29679,2022,4810,Anthony Lamb,NA,SF,24,2,NBA,SAS,2,0,8,0,12,0,0,12,0,0,0,NA,0,0,NA,0,6,6,12,0,0,0,0,0,56,118
2849,29680,2022,4811,Armoni Brooks,NA,SG-PG,23,2,NBA,TOT,54,11,844,5.6,16.4,0.339,4.2,14.2,0.297,1.4,2.3,0.6,1,1.2,0.857,1.1,4.7,5.9,3.5,1.6,0.6,1.5,4.2,16.4,101,117
2850,29681,2022,4811,Armoni Brooks,NA,SG,23,2,NBA,HOU,41,8,690,6,17.3,0.347,4.4,14.7,0.3,1.6,2.6,0.605,1.1,1.3,0.842,0.8,4.8,5.6,3.4,1.4,0.6,1.6,4.1,17.5,100,118
2851,29682,2022,4811,Armoni Brooks,NA,PG,23,2,NBA,TOR,13,3,154,3.6,12.3,0.289,3.2,11.7,0.278,0.3,0.6,0.5,0.6,0.6,1,2.6,4.5,7.1,4.2,2.3,1,1.3,4.5,11,107,111
2852,29683,2022,4905,Arnoldas Kulboka,NA,SF,24,1,NBA,CHO,2,0,5,0,9.6,0,0,9.6,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,9.6,0,0,123
2853,29684,2022,4906,Austin Reaves,NA,SG,23,1,NBA,LAL,61,19,1418,4.9,10.7,0.459,1.8,5.6,0.317,3.1,5.1,0.616,3.3,4,0.839,1.5,5,6.5,3.7,1,0.7,1.4,2.9,15,123,116
2854,29685,2022,4069,Austin Rivers,NA,SG,29,10,NBA,DEN,67,18,1480,4.8,11.6,0.417,2.6,7.7,0.342,2.2,3.9,0.563,1.1,1.5,0.727,0.6,3.1,3.8,3,1.7,0.2,1.8,4,13.4,104,115
2855,29686,2022,3918,Avery Bradley,NA,SG,31,12,NBA,LAL,62,45,1406,5,11.9,0.423,2.8,7.2,0.39,2.3,4.8,0.471,0.5,0.6,0.889,1.1,3.6,4.6,1.6,1.8,0.3,1.3,4,13.4,106,116
2856,29687,2022,4907,Ayo Dosunmu,NA,SG,22,1,NBA,CHI,77,40,2110,6.4,12.4,0.52,1.6,4.3,0.376,4.8,8.1,0.596,1.2,1.8,0.679,0.6,4.3,5,5.9,1.4,0.7,2.5,4.2,15.7,113,115
2857,29688,2022,4588,B.J. Johnson,NA,SF,26,3,NBA,ORL,4,0,65,8.2,18.6,0.44,3,7.4,0.4,5.2,11.2,0.467,0,0,NA,4.5,6.7,11.2,0,0,0.7,0,3,19.3,112,116
2858,29689,2022,4472,Bam Adebayo,NA,C,24,5,NBA,MIA,56,56,1825,11.1,20,0.557,0,0.2,0,11.1,19.8,0.562,7,9.3,0.753,3.8,11.7,15.5,5.2,2.2,1.2,4.1,4.7,29.3,117,104
2859,29690,2022,4148,Ben McLemore,NA,SG,28,9,NBA,POR,64,6,1285,8.2,20.5,0.401,5.7,15.9,0.362,2.5,4.6,0.533,2.7,3.3,0.818,0.5,3.5,3.9,2.2,1.4,0.4,2.1,3.9,24.9,108,120
2860,29691,2022,3984,Bismack Biyombo,NA,C,29,11,NBA,PHO,36,3,506,8.2,13.8,0.593,0,0,NA,8.2,13.8,0.593,3.6,6.8,0.535,6,9.9,15.9,2.2,1.1,2.5,2.4,6.7,20,119,105
2861,29692,2022,3920,Blake Griffin,NA,C,32,12,NBA,BRK,56,24,958,6.7,15.8,0.425,1.9,7.3,0.262,4.8,8.5,0.565,2.8,3.8,0.724,3,8.5,11.5,5.3,1.4,0.7,1.6,4.8,18.2,115,113
2862,29693,2022,4306,Boban Marjanović,NA,C,33,7,NBA,DAL,23,0,128,16.5,27.5,0.6,0.4,1.6,0.25,16.1,26,0.621,5.1,8.7,0.591,3.1,12.2,15.3,1.2,0,1.2,5.9,9.4,38.5,101,109
2863,29694,2022,4307,Bobby Portis,NA,C,26,7,NBA,MIL,72,59,2028,9.9,20.6,0.479,3.1,8,0.393,6.7,12.6,0.533,2,2.7,0.752,4.3,11.3,15.6,2,1.3,1.2,2.1,4.1,24.9,115,110
2864,29695,2022,4475,Bogdan Bogdanović,NA,SG,29,5,NBA,ATL,63,27,1848,9.1,21.1,0.431,4.5,12.2,0.368,4.6,8.9,0.516,2.6,3.1,0.843,0.8,5.9,6.6,5.2,1.8,0.4,1.9,3.5,25.3,114,116
2865,29696,2022,4224,Bojan Bogdanović,NA,PF,32,8,NBA,UTA,69,69,2131,9.8,21.5,0.455,4.2,10.9,0.387,5.6,10.7,0.524,5.2,6,0.858,1.3,5.5,6.9,2.8,0.8,0,2.7,2.7,28.9,116,115
2866,29697,2022,4692,Bol Bol,NA,PF,22,3,NBA,DEN,14,0,81,9.1,16.4,0.556,0.6,2.4,0.25,8.5,13.9,0.609,1.2,3,0.4,2.4,9.7,12.1,3,0.6,1.2,2.4,2.4,20,107,112
2867,29698,2022,4908,Bones Hyland,NA,SG,21,1,NBA,DEN,69,4,1310,8.6,21.4,0.403,4.9,13.4,0.366,3.7,8,0.465,4,4.7,0.856,0.5,6.5,7,7.2,1.5,0.7,3.2,5.7,26.1,109,112
2868,29699,2022,4591,Brad Wanamaker,NA,PG,32,4,NBA,TOT,23,2,320,4.3,11.8,0.364,0.6,2.6,0.235,3.7,9.2,0.4,3.5,3.8,0.92,0.9,5.1,6,8.4,1.1,0.9,3.5,6.9,12.7,100,118
2869,29700,2022,4591,Brad Wanamaker,NA,PG,32,4,NBA,IND,22,1,293,4.3,12,0.361,0.7,2.8,0.235,3.7,9.2,0.4,3.3,3.7,0.909,1,4.8,5.9,8,0.8,1,3.8,7,12.7,97,119
2870,29701,2022,4591,Brad Wanamaker,NA,PG,32,4,NBA,WAS,1,1,27,3.7,9.2,0.4,0,0,NA,3.7,9.2,0.4,5.5,5.5,1,0,7.3,7.3,12.8,3.7,0,0,5.5,12.8,148,110
2871,29702,2022,4072,Bradley Beal,NA,SG,28,10,NBA,WAS,40,40,1439,12,26.5,0.451,2.2,7.2,0.3,9.8,19.3,0.508,5.8,7,0.833,1.3,5.2,6.5,9.1,1.2,0.5,4.6,3.3,31.9,106,117
2872,29703,2022,4909,Brandon Boston Jr.,NA,SG,20,1,NBA,LAC,51,0,760,8.1,21,0.385,2.2,7.2,0.306,5.9,13.8,0.425,3.8,4.6,0.819,1.1,6.1,7.2,3.3,1.7,0.8,2,2.8,22.1,98,111
2873,29704,2022,4693,Brandon Clarke,NA,PF,25,3,NBA,MEM,64,1,1246,11.1,17.2,0.644,0.2,0.8,0.227,10.9,16.3,0.666,3.3,5,0.654,5.2,7.9,13.1,3.3,1.5,2.6,1.3,4.7,25.6,138,108
2874,29705,2022,4592,Brandon Goodwin,NA,PG,26,4,NBA,CLE,36,5,502,6.4,15.3,0.416,1.9,5.5,0.345,4.5,9.8,0.455,2.4,3.8,0.632,1.4,5.3,6.7,9.1,2.5,0.1,3.6,3.9,17,104,110
2875,29706,2022,4379,Brandon Ingram,NA,SF,24,6,NBA,NOP,55,55,1869,12,26,0.461,2,6,0.327,10,20,0.501,7,8.5,0.826,0.9,7.5,8.5,8.1,0.9,0.7,4,3.1,32.9,111,115
2876,29707,2022,3985,Brandon Knight,NA,PG,30,9,NBA,DAL,5,0,65,7.7,19.4,0.4,3.1,13.2,0.235,4.6,6.2,0.75,6.2,6.2,1,0,6.2,6.2,6.2,0.8,0,3.1,3.9,24.8,110,113
2877,29708,2022,4910,Brandon Williams,1999,PG,22,1,NBA,POR,24,16,640,8,21.5,0.372,2.4,8.1,0.292,5.6,13.4,0.42,5.2,7.4,0.701,1.5,4.2,5.6,7.2,1.8,0.8,4.4,4,23.6,96,118
2878,29709,2022,4911,Braxton Key,NA,SF,24,1,NBA,TOT,11,0,197,8.2,17.8,0.458,1.5,5.2,0.286,6.7,12.6,0.529,1.7,3.2,0.538,3.2,9.2,12.4,2.7,2.5,2.7,2.7,6.4,19.6,99,108
2879,29710,2022,4911,Braxton Key,NA,SF,24,1,NBA,PHI,2,0,6,8.3,16.6,0.5,0,8.3,0,8.3,8.3,1,0,0,NA,8.3,8.3,16.6,8.3,8.3,0,16.6,8.3,16.6,72,96
2880,29711,2022,4911,Braxton Key,NA,SF,24,1,NBA,DET,9,0,191,8.2,17.9,0.457,1.5,5.1,0.3,6.6,12.8,0.52,1.8,3.3,0.538,3.1,9.2,12.3,2.6,2.3,2.8,2.3,6.4,19.7,101,108
2881,29712,2022,4813,Brodric Thomas,NA,SG,25,2,NBA,BOS,12,0,60,6.6,14.9,0.444,1.7,7.5,0.222,5,7.5,0.667,2.5,4.1,0.6,1.7,6.6,8.3,9.1,0.8,0.8,5,5.8,17.4,101,109
2882,29713,2022,3801,Brook Lopez,NA,C,33,14,NBA,MIL,13,11,298,9.8,21.1,0.466,3.1,8.5,0.358,6.8,12.6,0.538,3.2,3.7,0.87,3.1,5.5,8.5,1,1.3,2.4,1.9,5.5,25.9,112,111
2883,29714,2022,4594,Bruce Brown,NA,SF,25,4,NBA,BRK,72,45,1774,7,13.8,0.506,1,2.6,0.404,6,11.3,0.529,2.7,3.5,0.758,2.7,6.7,9.4,4,2.1,1.4,1.5,4.8,17.7,121,111
2884,29715,2022,4695,Bruno Fernando,NA,C,23,3,NBA,TOT,30,0,152,11.5,17.5,0.655,0.3,0.6,0.5,11.1,16.9,0.66,4.8,7.6,0.625,5.7,11.8,17.5,2.2,0.3,3.5,4.5,7.6,28,116,110
2885,29716,2022,4695,Bruno Fernando,NA,C,23,3,NBA,BOS,20,0,58,6,12,0.5,0.9,0.9,1,5.1,11.1,0.462,3.4,4.3,0.8,6,6.9,12.9,3.4,0,2.6,4.3,5.1,16.3,110,109
2886,29717,2022,4695,Bruno Fernando,NA,C,23,3,NBA,HOU,10,0,94,14.7,20.8,0.707,0,0.5,0,14.7,20.3,0.725,5.6,9.6,0.579,5.6,14.7,20.3,1.5,0.5,4.1,4.6,9.1,34.9,118,110
2887,29718,2022,4381,Bryn Forbes,NA,SG,28,6,NBA,TOT,75,2,1286,8.7,20.3,0.429,4.6,11.1,0.414,4.1,9.2,0.447,3,3.3,0.908,0.4,3.1,3.5,2.8,0.9,0.2,2.1,3.6,25,109,117
2888,29719,2022,4381,Bryn Forbes,NA,SG,28,6,NBA,SAS,40,1,676,9.1,21,0.432,4.5,10.7,0.417,4.6,10.3,0.448,3.1,3.5,0.898,0.3,4.2,4.5,2.9,1.2,0.2,2.3,3,25.8,107,116
2889,29720,2022,4381,Bryn Forbes,NA,SG,28,6,NBA,DEN,35,1,610,8.3,19.5,0.424,4.7,11.6,0.41,3.5,8,0.444,2.8,3.1,0.921,0.5,1.9,2.4,2.7,0.6,0.2,1.8,4.3,24.1,110,118
2890,29721,2022,4382,Buddy Hield,NA,SG,29,6,NBA,TOT,81,32,2499,8.6,21.3,0.406,5.1,13.9,0.366,3.6,7.4,0.482,2.2,2.5,0.874,1.3,5.6,6.8,4.4,1.4,0.5,3,3.6,24.5,105,117
2891,29722,2022,4382,Buddy Hield,NA,SG,29,6,NBA,SAC,55,6,1574,8.1,21.2,0.382,5.6,15.1,0.368,2.5,6.1,0.419,2.4,2.8,0.87,1.3,5.4,6.8,3.2,1.5,0.5,2.8,3.5,24.2,103,117
2892,29723,2022,4382,Buddy Hield,NA,SG,29,6,NBA,IND,26,26,925,9.6,21.4,0.447,4.2,11.7,0.362,5.3,9.7,0.549,1.6,1.9,0.886,1.2,5.8,7,6.6,1.3,0.5,3.3,3.8,25,110,118
2893,29724,2022,3582,C.J. Miles,NA,SG,34,16,NBA,BOS,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,24.8,0,NA,115
2894,29766,2022,4818,CJ Elleby,NA,SF,21,2,NBA,POR,58,28,1174,5,12.8,0.393,1.5,5.2,0.294,3.5,7.6,0.462,2.5,3.5,0.714,2.7,6.7,9.4,3.6,1.5,0.8,2.3,4.8,14.1,102,117
2895,29767,2022,4154,CJ McCollum,NA,SG,30,9,NBA,TOT,62,62,2145,12.3,26.6,0.46,4.2,10.7,0.388,8.1,15.9,0.509,2.7,3.9,0.682,1.2,4.9,6.2,7.2,1.6,0.5,2.9,2.8,31.3,111,117
2896,29768,2022,4154,CJ McCollum,NA,SG,30,9,NBA,POR,36,36,1267,11.2,25.6,0.436,4.3,11.1,0.384,6.9,14.5,0.476,1.9,2.6,0.706,1.3,4.6,5.9,6.3,1.4,0.8,2.7,3,28.5,107,119
2897,29769,2022,4154,CJ McCollum,NA,SG,30,9,NBA,NOP,26,26,878,13.8,28.1,0.493,4,10.1,0.394,9.8,17.9,0.549,3.8,5.7,0.667,1.1,5.5,6.5,8.5,1.9,0.1,3.2,2.5,35.5,116,114
2898,29725,2022,4912,Cade Cunningham,NA,SG,20,1,NBA,DET,64,64,2088,10,24.1,0.416,2.7,8.5,0.314,7.4,15.6,0.472,3.3,3.9,0.845,1.4,6.9,8.3,8.3,1.8,1,5.5,4.7,26,96,113
2899,29726,2022,4696,Caleb Martin,NA,SF,26,3,NBA,MIA,60,12,1372,7.6,15,0.507,2.3,5.7,0.413,5.3,9.3,0.565,2.6,3.4,0.763,2.6,5.8,8.4,2.3,2.1,1.1,1.9,3.8,20.1,119,108
