id,seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
12855,19945,2006,2896,Antonio McDyess,NA,PF,31,10,NBA,DET,82,0,1733,9.1,17.9,0.509,0,0.1,0,9.1,17.8,0.511,2.2,3.9,0.557,5,8.9,13.9,2.9,1.5,1.5,2.4,7,20.4,107,102
12856,19946,2006,3578,Arvydas Macijauskas,NA,SG,26,1,NBA,NOK,19,0,135,5.6,16.4,0.341,1.2,4.8,0.25,4.4,11.6,0.379,5.2,6,0.867,1.2,2.8,4,2,2.8,0,3.2,4,17.6,90,108
12857,19947,2006,3040,Austin Croshere,NA,PF,30,9,NBA,IND,50,26,1148,6.2,13.3,0.463,2.5,6.5,0.386,3.6,6.8,0.538,4.2,4.8,0.882,2.9,9.5,12.4,2.9,1,0.3,2.2,4.9,19,121,103
12858,19948,2006,3504,Awvee Storey,NA,SF,28,2,NBA,WAS,25,1,116,7.2,18.4,0.39,1.3,3.1,0.429,5.8,15.2,0.382,3.6,6.3,0.571,3.6,6.3,9.9,1.8,1.3,0.4,2.2,9.9,19.3,98,108
12859,19949,2006,3173,Baron Davis,NA,PG,26,7,NBA,GSW,54,48,1971,8.7,22.5,0.389,2.7,8.5,0.315,6.1,14,0.434,5.1,7.5,0.675,1.2,5,6.2,12.5,2.3,0.4,4.2,4.3,25.2,105,106
12860,19950,2006,3505,Ben Gordon,NA,SG,22,2,NBA,CHI,80,47,2482,10.1,24,0.422,3.5,7.9,0.435,6.7,16,0.416,4.4,5.6,0.787,0.9,3.7,4.6,5,1.6,0.1,3.7,5,28.1,102,106
12861,19951,2006,2971,Ben Wallace,NA,C,31,10,NBA,DET,82,82,2890,4.5,8.9,0.51,0,0.1,0,4.5,8.8,0.514,2.4,5.7,0.416,5.8,11.9,17.7,3,2.8,3.5,1.7,3.1,11.4,112,95
12862,19952,2006,3506,Beno Udrih,NA,PG,23,2,NBA,SAS,54,3,586,9.8,21.6,0.455,2.2,6.5,0.343,7.6,15.1,0.503,3.6,4.6,0.78,1.7,3.1,4.8,8.5,1.3,0.2,4.9,5.1,25.4,104,104
12863,19953,2006,3507,Bernard Robinson,NA,SF,25,2,NBA,CHA,66,18,1303,6.2,14.4,0.43,0.1,0.8,0.095,6.1,13.6,0.451,4.2,5.3,0.791,2.4,6.2,8.6,3,3.2,0.4,2.9,5.6,16.6,98,105
12864,19954,2006,3508,Billy Thomas,NA,SG,30,2,NBA,WAS,17,0,131,5.2,15.9,0.325,4,11.9,0.333,1.2,4,0.3,0.8,0.8,1,2,3.6,5.6,3.6,4,0.4,2.4,7.5,15.1,99,105
12865,19955,2006,2771,Bo Outlaw,NA,PF,34,13,NBA,ORL,32,0,355,5.4,8.9,0.603,0,0,NA,5.4,8.9,0.603,0.8,1.2,0.625,4.7,7,11.8,2.1,1.5,1.8,2.6,7.7,11.5,113,106
12866,19956,2006,3041,Bobby Jackson,NA,PG,32,9,NBA,MEM,71,15,1775,9,23.4,0.382,4,10.4,0.389,4.9,13,0.377,3.4,4.6,0.733,1.4,5.6,7,6.1,1.9,0,3.2,4.9,25.3,102,103
12867,19957,2006,3301,Bobby Simmons,NA,SF,25,5,NBA,MIL,75,74,2538,7.6,16.8,0.453,2.2,5.2,0.42,5.4,11.6,0.468,3.4,4.1,0.825,1.9,5,6.9,3.6,1.8,0.4,2.5,5.3,20.8,110,108
12868,19958,2006,3579,Boniface N'Dong,NA,C,28,1,NBA,LAC,23,1,152,7.6,18.2,0.415,0,0.3,0,7.6,17.9,0.423,2.1,3.1,0.667,5.2,7.6,12.7,2.4,0.7,1.7,2.1,7.9,17.2,97,104
12869,19959,2006,3105,Bonzi Wells,NA,SG,29,8,NBA,SAC,52,41,1684,8.8,19,0.463,0.3,1.4,0.222,8.5,17.6,0.482,4,5.9,0.679,4.4,8,12.4,4.5,2.9,0.8,3.9,4.8,21.9,101,101
12870,19960,2006,3431,Boris Diaw,NA,PF,23,3,NBA,PHO,81,70,2874,7.8,14.9,0.526,0.1,0.5,0.267,7.7,14.3,0.536,3,4.1,0.731,2.8,7,9.7,8.8,1,1.5,3.3,4.5,18.8,115,106
12871,19961,2006,3368,Boštjan Nachbar,NA,PF-SF,25,4,NBA,TOT,36,13,502,5.8,16.7,0.346,2,7.6,0.268,3.8,9.1,0.412,3.2,4.7,0.682,0.9,5.6,6.4,2.9,1.7,0.5,2.6,7,16.8,90,107
12872,19962,2006,3368,Boštjan Nachbar,NA,PF,25,4,NBA,NOK,25,13,405,5.6,16.5,0.339,2.3,7.6,0.298,3.3,8.9,0.373,3.3,4.8,0.694,0.5,6,6.5,2.9,1.7,0.7,2.7,6.9,16.8,90,107
12873,19963,2006,3368,Boštjan Nachbar,NA,SF,25,4,NBA,NJN,11,0,97,6.6,17.6,0.375,1.1,7.7,0.143,5.5,9.9,0.556,2.8,4.4,0.625,2.2,3.9,6.1,2.8,1.7,0,2.2,7.2,17.1,90,105
12874,19964,2006,3580,Bracey Wright,NA,SG,21,1,NBA,MIN,7,0,135,8.4,20.4,0.412,2.4,6.8,0.353,6,13.6,0.441,5.6,6.4,0.875,1.2,6,7.2,2,0.4,0,3.2,3.2,24.8,101,109
12875,19965,2006,3106,Brad Miller,NA,C,29,8,NBA,SAC,79,79,2923,7.8,15.7,0.495,0.6,1.6,0.386,7.1,14.1,0.507,5,6,0.828,2.2,8.8,11,6.7,1.1,1.1,3.2,4.2,21.1,114,104
12876,19966,2006,3581,Brandon Bass,NA,PF,20,1,NBA,NOK,29,1,268,5.6,14.1,0.4,0,0,NA,5.6,14.1,0.4,2.4,3.8,0.632,3.6,10.1,13.7,0.6,0.6,1.4,2.2,3.6,13.7,90,106
12877,19967,2006,3303,Brendan Haywood,NA,C,26,5,NBA,WAS,79,70,1879,6.1,12,0.514,0,0,NA,6.1,12,0.514,3.6,6.2,0.585,5.5,7.4,12.9,1.3,0.8,2.9,2.7,6.4,15.9,109,106
12878,19968,2006,2900,Brent Barry,NA,SG,34,11,NBA,SAS,74,5,1259,6.7,14.9,0.452,3.4,8.7,0.396,3.3,6.2,0.531,1.7,2.5,0.661,1.2,5.6,6.8,5.3,1.7,1.2,2.2,4.3,18.6,115,100
12879,19969,2006,3043,Brevin Knight,NA,PG,30,9,NBA,CHA,69,67,2351,6.7,16.9,0.399,0.1,0.3,0.231,6.7,16.6,0.402,5.5,6.9,0.803,0.8,4.1,4.9,13.3,3.4,0.1,3.6,4.4,19,105,106
12880,19970,2006,3231,Brian Cardinal,NA,PF,28,6,NBA,MEM,36,0,402,6.4,15.4,0.414,1.8,4,0.448,4.6,11.3,0.402,2.6,3.7,0.704,1.5,6.1,7.6,4.6,3.2,0,3.7,9,17.2,96,100
12881,19971,2006,3433,Brian Cook,NA,PF,25,3,NBA,LAL,81,46,1535,9,17.6,0.511,1.2,2.9,0.429,7.7,14.7,0.527,2.9,3.5,0.832,3,6.4,9.4,2.5,1.3,1.1,2.1,7.1,22.1,116,106
12882,19972,2006,2840,Brian Grant,NA,C,33,12,NBA,PHO,21,2,248,5.5,13.1,0.415,0,0,NA,5.5,13.1,0.415,1.4,1.6,0.875,2.2,9.3,11.5,1.4,1,0.6,1.4,9.1,12.3,94,105
12883,19973,2006,3304,Brian Scalabrine,NA,PF,27,5,NBA,BOS,71,1,938,4.1,10.7,0.383,1.7,4.8,0.356,2.4,5.9,0.406,1.4,2,0.722,1.5,4.8,6.3,2.8,1.2,1.1,2.8,7.1,11.4,92,109
12884,19974,2006,3107,Brian Skinner,NA,PF-C,29,8,NBA,TOT,65,5,944,4.7,9.1,0.513,0,0,NA,4.7,9.1,0.513,1.5,3.2,0.482,4.3,8.6,12.9,1.7,1.4,2.4,2.6,6.8,10.8,100,106
12885,19975,2006,3107,Brian Skinner,NA,PF,29,8,NBA,SAC,38,0,429,4.6,8.4,0.551,0,0,NA,4.6,8.4,0.551,1.5,3.3,0.444,3.7,8.6,12.3,2.1,1.3,2.4,2.2,6.6,10.7,105,103
12886,19976,2006,3107,Brian Skinner,NA,C,29,8,NBA,POR,27,5,515,4.7,9.7,0.484,0,0,NA,4.7,9.7,0.484,1.6,3.1,0.517,4.9,8.6,13.5,1.4,1.5,2.4,2.9,6.9,11,96,109
12887,19977,2006,2975,Bruce Bowen,NA,SF,34,10,NBA,SAS,82,82,2755,4.6,10.6,0.433,2,4.8,0.424,2.5,5.7,0.44,1,1.7,0.607,0.7,5.6,6.3,2.5,1.6,0.6,1.3,3.8,12.2,107,101
12888,19978,2006,2775,Bryon Russell,NA,SF,35,13,NBA,DEN,1,0,3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,17,17,17,0,0,0,0,0,211,103
12889,19979,2006,3582,C.J. Miles,NA,PG,18,1,NBA,UTA,23,0,203,7.5,20.5,0.368,1.3,5.4,0.25,6.2,15.1,0.411,4.8,6.5,0.75,4.8,5.4,10.2,4.3,1.9,0.5,2.4,5.4,21.3,103,108
12890,19980,2006,2776,Calbert Cheaney,NA,SF,34,13,NBA,GSW,42,0,448,4.8,12.4,0.389,0,0.9,0,4.8,11.5,0.42,0.9,0.9,1,2.3,4.7,7,2.2,1.5,0.2,2,4.4,10.6,88,108
12891,19981,2006,3175,Calvin Booth,NA,C,29,7,NBA,WAS,33,2,250,4.2,9.8,0.426,0.2,0.4,0.5,4,9.4,0.422,1,1.9,0.556,4,6.9,10.8,2.5,1.9,1.9,1.7,9.2,9.6,103,105
12892,19982,2006,3305,Carlos Arroyo,NA,PG-SG,26,5,NBA,TOT,77,0,1194,7.7,17.4,0.444,0.3,0.9,0.35,7.4,16.4,0.45,4.9,6.3,0.774,1.5,4.5,6,10.7,1.7,0.2,3.8,5.5,20.6,108,107
12893,19983,2006,3305,Carlos Arroyo,NA,PG,26,5,NBA,DET,50,0,600,5.3,14.5,0.363,0.2,0.6,0.333,5.1,13.9,0.364,3.9,5.3,0.724,2.2,4.2,6.5,14.3,1.8,0.3,4.1,7.1,14.6,102,105
12894,19984,2006,3305,Carlos Arroyo,NA,SG,26,5,NBA,ORL,27,0,594,10.2,20.2,0.502,0.5,1.3,0.357,9.7,18.9,0.512,5.9,7.2,0.81,0.8,4.7,5.5,7,1.7,0.1,3.5,3.8,26.6,113,109
12895,19985,2006,3369,Carlos Boozer,NA,PF,24,4,NBA,UTA,33,19,1025,11.7,21.3,0.549,0,0,NA,11.7,21.3,0.549,5.3,7.3,0.723,3.9,11.3,15.2,4.7,1.6,0.4,3.7,5.6,28.6,113,105
12896,19986,2006,3510,Carlos Delfino,NA,SG,23,2,NBA,DET,68,1,726,6.9,17.2,0.403,1.5,4.6,0.333,5.4,12.6,0.428,3.4,5.1,0.672,2.1,6.5,8.6,3.4,1.6,1.1,2.7,6.6,18.8,98,103
12897,19987,2006,3435,Carmelo Anthony,NA,SF,21,3,NBA,DEN,80,80,2941,13.1,27.3,0.481,0.6,2.6,0.243,12.5,24.7,0.506,10,12.3,0.808,2.1,4.7,6.8,3.8,1.5,0.7,3.8,4,36.9,110,108
12898,19988,2006,3370,Caron Butler,NA,SF,25,4,NBA,WAS,75,54,2708,9.5,20.9,0.455,0.8,2.3,0.342,8.7,18.6,0.469,5.6,6.4,0.87,2.2,6.8,9,3.6,2.4,0.3,3.4,4.6,25.3,107,106
12899,19989,2006,3583,Channing Frye,NA,C,22,1,NBA,NYK,65,14,1572,10.3,21.5,0.477,0.1,0.3,0.333,10.2,21.2,0.479,6.4,7.7,0.825,4.6,7.9,12.6,1.8,1,1.6,3.3,6.7,27,110,110
12900,19990,2006,3047,Charles Smith,1975,SG,30,5,NBA,TOT,22,4,210,7.8,18.8,0.417,3.9,9.9,0.395,3.9,8.9,0.441,1.3,2.1,0.625,0.8,3.4,4.2,2.3,1.3,1.6,1,7.3,20.9,109,114
12901,19991,2006,3047,Charles Smith,1975,SG,30,5,NBA,POR,21,4,208,7.9,18.7,0.423,3.9,9.7,0.405,3.9,9,0.441,1.3,2.1,0.625,0.8,3.4,4.2,2.4,1.3,1.6,1.1,7.1,21.1,111,114
12902,19992,2006,3047,Charles Smith,1975,SG,30,5,NBA,DEN,1,0,2,0,25.6,0,0,25.6,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,25.6,0,0,113
12903,19993,2006,3306,Charlie Bell,NA,SG,26,2,NBA,MIL,59,6,1283,7.4,16.8,0.439,2.9,6.9,0.423,4.5,9.9,0.45,2.6,3.6,0.708,0.9,4.1,4.9,5.3,2.4,0.2,1.7,5.2,20.3,114,108
12904,19994,2006,3584,Charlie Villanueva,NA,PF,21,1,NBA,TOR,81,36,2361,9.7,21,0.463,1.6,4.8,0.327,8.1,16.2,0.503,2.5,3.6,0.706,4,7.6,11.6,2,1.3,1.4,2.2,5.5,23.5,107,111
12905,19995,2006,3048,Chauncey Billups,NA,PG,29,9,NBA,DET,81,81,2925,8,19.1,0.418,3.5,8,0.433,4.5,11.1,0.407,8.8,9.8,0.894,0.8,4,4.8,13.2,1.3,0.2,3.2,3,28.3,127,107
12906,19996,2006,3307,Chris Andersen,NA,C,27,5,NBA,NOK,32,2,570,5.3,9.3,0.571,0,0,NA,5.3,9.3,0.571,4.6,9.8,0.476,5.8,8.9,14.7,0.6,0.8,3.9,2.5,8,15.2,109,104
12907,19997,2006,3436,Chris Bosh,NA,C,21,3,NBA,TOR,70,70,2751,10.5,20.8,0.505,0,0.2,0,10.5,20.6,0.511,9.1,11.1,0.816,3.9,8.5,12.4,3.5,1,1.5,3,4,30.1,118,111
12908,19998,2006,3511,Chris Duhon,NA,PG,23,2,NBA,CHI,74,38,2155,5.2,12.9,0.4,2.4,6.7,0.36,2.8,6.2,0.442,2.8,3.4,0.818,0.7,4.6,5.3,8.9,1.7,0.1,2.8,3.6,15.5,111,105
12909,19999,2006,3437,Chris Kaman,NA,C,23,3,NBA,LAC,78,78,2560,7.5,14.4,0.523,0,0,0,7.5,14.4,0.524,4,5.2,0.77,3.8,11.5,15.3,1.6,0.9,2.2,3.6,5.5,19,104,101
12910,20000,2006,3232,Chris Mihm,NA,C,26,6,NBA,LAL,59,56,1541,7.9,15.7,0.501,0,0,NA,7.9,15.7,0.501,4.9,6.9,0.716,4.7,8.1,12.8,2.1,0.5,2.5,2.8,7.3,20.7,111,105
12911,20001,2006,3585,Chris Paul,NA,PG,20,1,NBA,NOK,78,78,2808,7.8,18.2,0.43,1,3.4,0.282,6.9,14.8,0.464,7.6,8.9,0.847,1.2,6.5,7.7,11.7,3.4,0.1,3.5,4.2,24.2,114,104
12912,20002,2006,3586,Chris Taft,NA,C,20,1,NBA,GSW,17,0,144,8.2,13.6,0.605,0,0,NA,8.2,13.6,0.605,0.4,2.1,0.167,6.8,6.1,12.9,0.7,0.7,2.5,0.7,8.9,16.8,125,107
12913,20003,2006,2781,Chris Webber,NA,PF,32,13,NBA,PHI,75,75,2893,11,25.5,0.434,0.4,1.4,0.273,10.7,24.1,0.443,4.7,6.2,0.756,3.3,10,13.3,4.6,1.8,1.1,3.3,3.9,27.2,100,105
12914,20004,2006,3375,Chris Wilcox,NA,C-PF,23,4,NBA,TOT,77,24,1529,8.8,15.4,0.571,0,0.1,0,8.8,15.3,0.574,3.8,5.2,0.732,4,10,14,1.8,1.1,1.2,2.5,6.3,21.4,117,108
12915,20005,2006,3375,Chris Wilcox,NA,C,23,4,NBA,LAC,48,1,657,7.2,13.4,0.536,0,0.2,0,7.2,13.2,0.542,3,4.7,0.644,3.7,10.1,13.8,1.4,1.2,1.7,2.5,8.2,17.4,107,102
12916,20006,2006,3375,Chris Wilcox,NA,PF,23,4,NBA,SEA,29,23,872,10,16.9,0.592,0,0,NA,10,16.9,0.592,4.4,5.6,0.787,4.3,9.9,14.2,2,1.1,0.8,2.4,4.8,24.5,124,113
12917,20007,2006,3587,Chuck Hayes,NA,PF,22,1,NBA,HOU,40,0,535,6,10.7,0.562,0,0.1,0,6,10.6,0.567,3,4.6,0.644,6.8,11.4,18.2,1.4,2.6,1.4,1.2,7.7,15,127,98
12918,20008,2006,3177,Chucky Atkins,NA,PG-SG,31,7,NBA,TOT,71,41,1713,7.2,18.2,0.394,3.1,8.7,0.354,4.1,9.5,0.431,4.1,5.2,0.791,0.7,3.1,3.8,6.3,1.4,0.1,2.8,4.8,21.5,108,108
12919,20009,2006,3177,Chucky Atkins,NA,SG,31,7,NBA,WAS,28,2,552,6.2,16.4,0.379,3.1,8.7,0.359,3.1,7.7,0.402,2.1,2.9,0.71,1.1,3.1,4.2,6.5,1.3,0,2.8,5.5,17.6,105,111
12920,20010,2006,3177,Chucky Atkins,NA,PG,31,7,NBA,MEM,43,39,1161,7.7,19.1,0.401,3.1,8.7,0.352,4.6,10.4,0.442,5.1,6.3,0.811,0.5,3.1,3.6,6.2,1.4,0.1,2.7,4.5,23.5,109,106
12921,20011,2006,2492,Clifford Robinson,NA,PF,39,17,NBA,NJN,80,13,1863,6.3,14.7,0.427,1.7,5,0.343,4.6,9.7,0.47,1.5,2.3,0.658,1.6,6.1,7.7,2.6,1.3,1.1,1.8,5.9,15.8,99,103
12922,20012,2006,3178,Corey Maggette,NA,SF,26,7,NBA,LAC,32,13,943,9.3,20.8,0.445,1.3,3.9,0.338,7.9,16.9,0.47,11.8,14.2,0.828,1.6,7.8,9.4,3.7,1.1,0.2,4.3,5.3,31.6,110,105
12923,20013,2006,2908,Corliss Williamson,NA,SF,32,11,NBA,SAC,37,0,362,6.2,14.9,0.417,0.3,0.3,1,5.9,14.6,0.406,5.5,7.1,0.776,3,6.6,9.7,2,1,0.6,4.3,8.1,18.2,93,106
12924,20014,2006,3114,Cuttino Mobley,NA,SG,30,8,NBA,LAC,79,74,2979,7.5,17.7,0.426,1.5,4.3,0.339,6.1,13.4,0.453,4,4.8,0.839,0.9,5.1,6,4.2,1.6,0.6,2.5,3.7,20.5,103,105
12925,20015,2006,3513,D.J. Mbenga,NA,C,25,2,NBA,DAL,43,1,237,7.4,13.8,0.533,0,0.2,0,7.4,13.6,0.542,2.3,4.6,0.5,4.4,8.5,12.9,0.5,1.4,5.8,3.7,10.8,17.1,98,99
12926,20016,2006,3439,Dahntay Jones,NA,SF,25,3,NBA,MEM,71,4,967,6.3,15.1,0.414,0.2,1.2,0.143,6.1,13.9,0.438,3.5,5.4,0.645,1.2,4.8,6,2.2,2.2,0.9,2.9,6.2,16.2,89,102
12927,20017,2006,2644,Dale Davis,NA,C,36,15,NBA,DET,28,2,178,2.8,7.5,0.375,0,0.3,0,2.8,7.1,0.391,2.5,4.7,0.533,6.5,9.9,16.5,1.9,0,2.8,1.2,7.1,8.1,110,103
12928,20018,2006,3514,Damien Wilkins,NA,SF,26,2,NBA,SEA,82,12,1525,6.6,14.9,0.444,0.5,1.9,0.25,6.1,13,0.472,4.7,5.6,0.84,2.7,3.9,6.6,3.7,2.5,0.4,2.9,4.9,18.4,108,114
12929,20019,2006,3115,Damon Jones,NA,PG,29,8,NBA,CLE,82,7,2089,4.9,12.6,0.387,3.6,9.5,0.377,1.3,3.1,0.417,0.8,1.3,0.64,0.4,3,3.4,4.3,0.9,0,1.4,2.9,14.1,112,110
12930,20020,2006,2911,Damon Stoudamire,NA,PG,32,11,NBA,MEM,27,27,862,7.4,18.5,0.397,2.3,6.7,0.346,5,11.8,0.426,3.4,4,0.855,1.5,4.6,6.1,8.3,1.2,0.1,3.5,3.2,20.5,104,105
12931,20021,2006,3377,Dan Dickau,NA,PG,27,4,NBA,BOS,19,0,234,3.8,10.2,0.37,2.2,4.5,0.5,1.6,5.8,0.269,4,4,1,1.1,2.4,3.6,8.9,2.4,0.2,4,8.9,13.8,109,108
12932,20022,2006,3378,Dan Gadzuric,NA,C,27,4,NBA,MIL,74,0,885,10.2,18.4,0.553,0,0.1,0,10.2,18.3,0.555,2.4,5.3,0.461,5.4,8.4,13.8,1.4,1.5,2.6,2.1,10.2,22.8,111,104
12933,20023,2006,3588,Daniel Ewing,NA,SG,22,1,NBA,LAC,66,5,971,5.2,13.7,0.38,1.2,4.2,0.282,4,9.5,0.424,1.9,2.5,0.783,1.2,3.3,4.6,4.5,2,0.3,3.1,4.6,13.6,90,106
12934,20024,2006,3052,Danny Fortson,NA,C,29,9,NBA,SEA,23,1,276,5.1,9.7,0.529,0,0,NA,5.1,9.7,0.529,6.3,8.2,0.767,5.9,8.9,14.8,0.4,0.8,0.4,4.9,14.4,16.5,105,114
12935,20025,2006,3589,Danny Granger,NA,SF,22,1,NBA,IND,78,17,1765,6.7,14.5,0.462,0.9,2.8,0.323,5.8,11.7,0.496,3.5,4.5,0.777,4,7.7,11.6,2.7,1.8,1.9,2.4,6.4,17.8,110,101
12936,20026,2006,3239,Darius Miles,NA,SF,24,6,NBA,POR,40,23,1286,10,21.7,0.461,0.1,0.4,0.2,9.9,21.3,0.466,3.7,6.9,0.534,1,6.7,7.8,3.1,1.8,1.7,4.2,4.3,23.8,89,111
12937,20027,2006,3440,Darius Songaila,NA,PF,27,3,NBA,CHI,62,7,1329,9.2,19.1,0.481,0.1,0.2,0.4,9.1,18.9,0.481,3.7,4.5,0.817,3,6.6,9.6,3.4,1.4,0.6,3.3,6.1,22.1,102,104
12938,20028,2006,3441,Darko Miličić,NA,C,20,3,NBA,TOT,55,1,767,8.5,16.6,0.509,0,0.1,0,8.5,16.5,0.513,2,3.6,0.56,3.1,7.6,10.7,2.9,1,5.5,3.6,6.5,18.9,98,103
12939,20029,2006,3441,Darko Miličić,NA,C,20,3,NBA,DET,25,0,140,6.7,13,0.515,0,0.8,0,6.7,12.2,0.548,1.2,3.2,0.375,4,7.1,11.1,3.6,1.2,5.9,5.9,9.9,14.6,84,99
12940,20030,2006,3441,Darko Miličić,NA,C,20,3,NBA,ORL,30,1,627,8.8,17.4,0.507,0,0,NA,8.8,17.4,0.507,2.2,3.6,0.595,2.9,7.7,10.7,2.8,1,5.4,3.1,5.8,19.9,101,103
12941,20031,2006,2846,Darrell Armstrong,NA,PG,37,12,NBA,DAL,62,2,622,3.8,11.3,0.336,1,4.2,0.229,2.8,7,0.4,2.9,3.7,0.786,1.6,5.5,7.1,7.6,2.4,0.3,5.1,6.2,11.4,87,105
12942,20032,2006,2847,Darrick Martin,NA,PG,34,11,NBA,TOR,40,0,339,5.3,15.1,0.351,2.5,6.2,0.4,2.8,8.9,0.316,2.8,3.7,0.75,0.3,2.8,3.1,8.9,2.6,0,2.3,6.5,15.9,105,113
12943,20033,2006,3515,David Harrison,NA,C,23,2,NBA,IND,67,17,1034,7.7,15.2,0.503,0,0,NA,7.7,15.2,0.503,4.6,9,0.511,4.3,8.8,13.2,0.7,1.2,3.1,4.1,10,19.9,95,100
12944,20034,2006,3590,David Lee,1983,SF,22,1,NBA,NYK,67,14,1129,6.4,10.8,0.596,0,0,NA,6.4,10.8,0.596,3.3,5.8,0.577,5.1,9.1,14.2,2,1.4,0.9,2.4,5.8,16.2,118,109
12945,20035,2006,2786,David Wesley,NA,SG,35,13,NBA,HOU,71,59,2372,5.2,12.9,0.403,2.3,6.2,0.365,2.9,6.7,0.438,3.5,4.3,0.807,0.6,3.5,4.1,4.7,1.4,0.1,2.8,4.9,16.1,104,107
12946,20036,2006,3442,David West,NA,PF,25,3,NBA,NOK,74,74,2526,11.3,22.1,0.512,0.1,0.2,0.273,11.3,21.9,0.514,4.3,5,0.843,3.6,8.1,11.7,2,1.3,1.4,2.2,4.6,27,112,106
12947,20046,2006,3310,DeSagana Diop,NA,C,24,5,NBA,DAL,81,45,1510,2.7,5.6,0.487,0,0.1,0.5,2.7,5.5,0.487,1.4,2.6,0.542,5.3,8.3,13.5,0.8,1.6,5.3,1.3,9.2,6.9,116,100
12948,20047,2006,3242,DeShawn Stevenson,NA,SG,24,6,NBA,ORL,82,82,2648,7.4,16,0.46,0,0.3,0.133,7.3,15.7,0.466,3.7,5,0.744,1.2,3.7,4.9,3.3,1.2,0.3,2.5,3.7,18.5,102,111
12949,20037,2006,3516,Delonte West,NA,PG,22,2,NBA,BOS,71,71,2418,7.2,14.7,0.487,1.8,4.7,0.385,5.4,10,0.534,1.9,2.2,0.851,1.2,5,6.2,7.1,1.8,1,2.9,4.2,18,112,107
12950,20038,2006,3591,Deng Gai,NA,C,23,1,NBA,PHI,2,0,5,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,NA,117
12951,20043,2006,3241,DerMarr Johnson,NA,SG,25,5,NBA,DEN,58,21,924,7.3,16.9,0.431,3.1,8.8,0.35,4.2,8.1,0.521,1.9,2.3,0.81,1.1,4.3,5.3,3,1.4,1.4,2.5,4.8,19.6,103,107
12952,20039,2006,3054,Derek Anderson,NA,SG,31,9,NBA,TOT,43,11,1047,5.5,15.5,0.356,2,6.9,0.299,3.5,8.6,0.402,4.8,5.7,0.838,1.1,6.2,7.3,5.2,1.2,0.3,2.8,5,17.9,102,106
12953,20040,2006,3054,Derek Anderson,NA,SG,31,9,NBA,HOU,20,8,582,6.4,16.2,0.393,1.8,6.3,0.284,4.6,9.9,0.462,5.7,6.8,0.836,1.1,6.7,7.8,5,1.4,0.4,3.5,4.6,20.2,102,105
12954,20041,2006,3054,Derek Anderson,NA,SG,31,9,NBA,MIA,23,3,465,4.5,14.7,0.308,2.4,7.6,0.313,2.1,7.1,0.302,3.6,4.3,0.842,1,5.7,6.8,5.4,0.9,0.2,1.9,5.5,15,102,107
12955,20042,2006,2979,Derek Fisher,NA,PG,31,10,NBA,GSW,82,36,2589,7.2,17.6,0.41,2.3,5.9,0.397,4.9,11.8,0.417,4.8,5.8,0.833,0.7,3.5,4.2,7,2.5,0.2,3.1,4.7,21.6,108,107
12956,20044,2006,3592,Deron Williams,NA,PG,21,1,NBA,UTA,80,47,2307,8,19.1,0.421,2.2,5.2,0.416,5.9,13.9,0.423,2.2,3.2,0.704,0.8,3.8,4.6,8.5,1.4,0.4,3.4,5.5,20.5,103,110
12957,20045,2006,3593,Derrick Zimmerman,NA,PG,24,1,NBA,NJN,2,0,32,3.3,5,0.667,0,0,NA,3.3,5,0.667,0,0,NA,1.7,5,6.7,11.7,0,0,6.7,6.7,6.7,88,108
12958,20048,2006,3243,Desmond Mason,NA,SF,28,6,NBA,NOK,70,55,2102,7.1,17.7,0.399,0,0.2,0.167,7,17.6,0.401,5.3,7.8,0.682,1.6,6,7.7,1.7,1.1,0.4,2.9,3.5,19.4,91,109
12959,20049,2006,3183,Devean George,NA,SF,28,7,NBA,LAL,71,5,1542,5.8,14.6,0.4,1.7,5.5,0.313,4.1,9.1,0.453,2,2.9,0.674,2.8,6.6,9.4,2.3,2.3,1.2,1.8,5.4,15.3,103,104
12960,20050,2006,3379,Devin Brown,NA,SG,27,4,NBA,UTA,81,14,1711,6.6,16.8,0.393,1.2,3.8,0.331,5.4,13.1,0.411,5,6.8,0.745,2.3,4.3,6.6,3.3,1.4,0.4,3.2,4.9,19.5,100,110
12961,20051,2006,3594,Devin Green,NA,SG,23,1,NBA,LAL,27,0,135,2.3,11,0.214,0,0.8,0,2.3,10.2,0.231,5.1,8.2,0.619,3.9,5.5,9.4,2.7,1.2,0,2,5.1,9.8,85,109
12962,20052,2006,3517,Devin Harris,NA,PG,22,2,NBA,DAL,56,4,1275,8.2,17.4,0.469,0.2,0.9,0.238,7.9,16.5,0.482,7.2,10.1,0.716,1.1,4.2,5.4,7.6,2.3,0.7,3.6,5.2,23.8,111,106
