id,season,lg,team,abbreviation,playoffs,g,mp_per_game,opp_fg_per_game,opp_fga_per_game,opp_fg_percent,opp_x3p_per_game,opp_x3pa_per_game,opp_x3p_percent,opp_x2p_per_game,opp_x2pa_per_game,opp_x2p_percent,opp_ft_per_game,opp_fta_per_game,opp_ft_percent,opp_orb_per_game,opp_drb_per_game,opp_trb_per_game,opp_ast_per_game,opp_stl_per_game,opp_blk_per_game,opp_tov_per_game,opp_pf_per_game,opp_pts_per_game
34562,1997,NBA,New York Knicks,NYK,TRUE,82,242.1,32.5,76.5,0.425,5.9,16.8,0.35,26.6,59.7,0.446,21.4,29.1,0.733,11.1,27.1,38.2,19.4,8.9,3.6,16.3,23,92.2
34563,1997,NBA,Orlando Magic,ORL,TRUE,82,242.1,36.2,78.7,0.46,5.5,16.2,0.343,30.6,62.5,0.49,16.6,22.7,0.732,13.2,29.2,42.4,21.9,8.6,5.1,16,21.6,94.5
34564,1997,NBA,Philadelphia 76ers,PHI,FALSE,82,241.2,40.4,85.9,0.47,6.8,18.6,0.365,33.6,67.3,0.5,19.1,26,0.733,14.5,29.9,44.4,25.2,10,6,15.6,24.5,106.7
34565,1997,NBA,Phoenix Suns,PHO,TRUE,82,242.1,38.8,83.1,0.467,6.6,18,0.368,32.2,65.1,0.494,17.9,24.2,0.739,12.8,30,42.8,24.3,8.1,4.5,15.8,22.4,102.2
34566,1997,NBA,Portland Trail Blazers,POR,TRUE,82,242.1,34.1,78.3,0.436,5.6,15.6,0.357,28.5,62.7,0.455,21,28.4,0.739,11.6,26.8,38.4,20.8,8,5.2,15.1,23,94.8
34567,1997,NBA,Sacramento Kings,SAC,FALSE,82,242.1,36.7,79.5,0.462,5.4,15.3,0.352,31.3,64.2,0.488,21,28.5,0.737,13,28.5,41.5,21.7,8.7,5.2,15.3,21.8,99.8
34568,1997,NBA,San Antonio Spurs,SAS,FALSE,82,240.6,36.6,77.8,0.471,6.7,17.4,0.387,29.9,60.4,0.495,18.4,24.9,0.738,12.8,28.1,40.9,23.8,8.1,5.5,14.4,20.1,98.3
34569,1997,NBA,Seattle SuperSonics,SEA,TRUE,82,241.2,33.6,76.3,0.441,7.5,20,0.373,26.2,56.3,0.465,18.5,24.9,0.741,12.4,27.5,39.9,21.4,7.7,5.2,18.7,23.5,93.2
34570,1997,NBA,Toronto Raptors,TOR,FALSE,82,241.8,36.2,77.9,0.465,6.1,17.4,0.348,30.2,60.5,0.498,20.1,27.7,0.724,12.6,28.7,41.3,24,8.2,5.4,16.3,21.9,98.6
34571,1997,NBA,Utah Jazz,UTA,TRUE,82,241.8,33,75.5,0.438,6.4,18,0.352,26.7,57.4,0.465,21.9,29.2,0.75,11.7,25.6,37.3,19.4,7.8,4.5,16.2,24.9,94.3
34572,1997,NBA,Vancouver Grizzlies,VAN,FALSE,82,241.2,37.7,80,0.472,6.1,16.7,0.365,31.6,63.3,0.5,17.9,24.6,0.727,14.7,29.6,44.3,24.1,8.8,5.6,15.3,19.4,99.4
34573,1997,NBA,Washington Bullets,WSB,TRUE,82,242.1,36.7,80.9,0.454,6,16.2,0.371,30.7,64.8,0.474,18.3,24.4,0.749,12.5,28.5,41,20.4,8.1,4.1,16.5,21.6,97.7
34574,1997,NBA,League Average,NA,FALSE,82,241.9,36.1,79.3,0.455,6,16.8,0.36,30,62.5,0.48,18.7,25.3,0.738,12.7,28.4,41.1,22,8.2,4.9,15.7,22.1,96.9
34575,1996,NBA,Atlanta Hawks,ATL,TRUE,82,240.6,37.1,78.3,0.474,5.8,16.2,0.36,31.3,62.1,0.504,17,22.7,0.746,12.9,28,40.8,22.5,7.1,4.1,17.1,22,97.1
34576,1996,NBA,Boston Celtics,BOS,FALSE,82,242.7,40.2,83.6,0.481,5.1,14.2,0.357,35.1,69.4,0.506,21.5,28.9,0.747,12.7,31.6,44.3,23.4,8.1,6,16,24,107
34577,1996,NBA,Charlotte Hornets,CHH,FALSE,82,242.4,39.7,81.1,0.489,6.5,16.3,0.396,33.2,64.8,0.513,17.6,23.9,0.736,11.6,28.8,40.4,25,6.5,4.5,14.8,22.3,103.4
34578,1996,NBA,Chicago Bulls,CHI,TRUE,82,240.6,35.1,78.4,0.448,5.3,15.2,0.35,29.8,63.2,0.472,17.4,24.2,0.717,12,26,38,19.4,7.3,3.8,17.1,22.6,92.9
34579,1996,NBA,Cleveland Cavaliers,CLE,TRUE,82,241.8,32.6,70.6,0.462,6.3,16.1,0.388,26.4,54.5,0.484,17.1,22.5,0.759,10.7,26.4,37.1,22.2,6.1,4.1,15.6,20.3,88.5
34580,1996,NBA,Dallas Mavericks,DAL,FALSE,82,243,41.5,84.4,0.492,5.7,14.5,0.394,35.8,69.9,0.512,18.7,25.6,0.732,13.3,33.2,46.5,24.1,8.6,6.5,16.4,22.5,107.5
34581,1996,NBA,Denver Nuggets,DEN,FALSE,82,241.8,37.7,82.2,0.459,5.5,15.1,0.367,32.2,67.1,0.479,19.5,25.7,0.76,11.4,29.1,40.5,22.9,7.5,5.1,13.8,23.2,100.4
34582,1996,NBA,Detroit Pistons,DET,TRUE,82,241.8,34.5,77.7,0.443,6.2,16.8,0.366,28.3,60.9,0.465,17.8,24.9,0.715,11.8,27.7,39.4,21.1,6.8,4.7,14.1,23,92.9
34583,1996,NBA,Golden State Warriors,GSW,FALSE,82,240.9,39.1,82.4,0.475,5.8,16,0.365,33.3,66.4,0.501,19.1,25.6,0.746,13.6,28,41.5,25.6,8.5,4.7,16.8,23.9,103.1
34584,1996,NBA,Houston Rockets,HOU,TRUE,82,241.5,38.8,84.3,0.46,5.9,16.4,0.359,32.9,67.9,0.484,17.4,24.5,0.707,13.7,30.5,44.2,23.7,8.2,4.9,14.9,22.5,100.7
34585,1996,NBA,Indiana Pacers,IND,TRUE,82,240.9,34.6,76.7,0.452,6,16.7,0.36,28.6,60,0.477,20.8,28.1,0.74,12.2,25,37.3,21,8.1,5.1,15.4,24.9,96.1
34586,1996,NBA,Los Angeles Clippers,LAC,FALSE,82,240.6,37.7,78.9,0.478,5.4,14.6,0.372,32.3,64.3,0.502,22.2,29.8,0.746,12.6,28.8,41.4,20.2,8.4,4.9,16.5,22.7,103
34587,1996,NBA,Los Angeles Lakers,LAL,TRUE,82,240,38,83,0.458,5.4,14.7,0.367,32.6,68.3,0.478,17,23.1,0.738,14,28.2,42.2,24.5,7.2,5.9,16.3,22,98.5
34588,1996,NBA,Miami Heat,MIA,TRUE,82,241.2,33.3,76.9,0.434,5.4,15.1,0.361,27.9,61.8,0.452,22.9,30.5,0.752,12,28.2,40.2,20.1,8.1,4.9,15.7,24.8,95
34589,1996,NBA,Milwaukee Bucks,MIL,FALSE,82,240.6,37.6,78.3,0.48,6.3,15.8,0.397,31.3,62.5,0.501,19.4,26.7,0.725,12.2,28.1,40.3,23.7,7.9,4.5,14.8,21.4,100.9
34590,1996,NBA,Minnesota Timberwolves,MIN,FALSE,82,241.2,37.6,80.3,0.469,6.5,17,0.38,31.2,63.3,0.492,21.5,28.9,0.744,12.6,28.3,40.9,24,8.8,6.1,16.4,23.7,103.2
34591,1996,NBA,New Jersey Nets,NJN,FALSE,82,242.7,36.7,80.8,0.454,6.6,17.3,0.384,30,63.5,0.473,18,24.3,0.74,12.5,28.7,41.3,22.9,8.1,6.3,15.5,23.5,97.9
34592,1996,NBA,New York Knicks,NYK,TRUE,82,241.8,34.9,78.9,0.442,5.4,16,0.337,29.5,62.9,0.468,19.8,26.7,0.74,12.1,29.6,41.7,20.4,8,3.4,15.8,21.5,94.9
34593,1996,NBA,Orlando Magic,ORL,TRUE,82,242.1,37.3,82.1,0.454,6,16.5,0.366,31.3,65.6,0.477,18.3,24.8,0.736,13.3,28.8,42.1,22.8,7.9,4,15.1,22.3,99
34594,1996,NBA,Philadelphia 76ers,PHI,FALSE,82,240.6,40,82.9,0.483,6.4,17.3,0.37,33.6,65.5,0.513,18,24.2,0.741,14.2,30.2,44.4,25.7,8.8,5.7,15.7,23.3,104.5
34595,1996,NBA,Phoenix Suns,PHO,TRUE,82,243.4,39.2,83.4,0.471,6.7,18.2,0.369,32.5,65.2,0.499,18.8,25.4,0.739,12.2,29,41.3,25.5,7.1,5.1,14.5,24.5,104
34596,1996,NBA,Portland Trail Blazers,POR,TRUE,82,242.7,36,81.4,0.442,5.8,16.5,0.348,30.3,64.9,0.466,19.2,25.9,0.74,11.4,28.2,39.6,22.2,8.6,5,14.5,24.3,97
34597,1996,NBA,Sacramento Kings,SAC,TRUE,82,240.9,36.4,78.8,0.462,5.6,14.8,0.379,30.8,64,0.482,23.8,31.7,0.751,12.9,28.2,41.1,22,9.4,6.2,16.5,24.5,102.3
34598,1996,NBA,San Antonio Spurs,SAS,TRUE,82,241.2,36.8,83.7,0.439,5.4,16.3,0.33,31.4,67.4,0.466,18.1,24.8,0.73,13.5,30.2,43.7,22.5,7.4,5.2,15.3,24,97.1
34599,1996,NBA,Seattle SuperSonics,SEA,TRUE,82,242.4,35,79.9,0.438,6.5,18.7,0.348,28.5,61.2,0.466,20.2,28.2,0.716,13.1,27.5,40.6,21.7,9.2,4.8,18.5,24.5,96.7
34600,1996,NBA,Toronto Raptors,TOR,FALSE,82,241.8,38.4,80.8,0.475,6.3,17.3,0.367,32,63.5,0.504,21.9,29.5,0.745,13.4,27.7,41.1,24.3,9.3,5.9,16.2,21.2,105
34601,1996,NBA,Utah Jazz,UTA,TRUE,82,241.2,33.5,75.3,0.445,6.7,17.4,0.385,26.8,57.9,0.463,22.2,29.5,0.751,11.4,26.2,37.6,20,7.1,5,15.7,24.2,95.9
34602,1996,NBA,Vancouver Grizzlies,VAN,FALSE,82,242.4,37.6,79.1,0.475,5.6,15,0.374,32,64.1,0.498,19,26,0.733,13.4,31.1,44.5,24.2,8.5,5.8,17.4,21.8,99.8
34603,1996,NBA,Washington Bullets,WSB,FALSE,82,241.5,37.3,81.1,0.46,4.6,13.5,0.342,32.7,67.6,0.484,22.2,29,0.766,13.5,28.9,42.4,20.6,8.5,4.8,16.6,23.1,101.5
34604,1996,NBA,League Average,NA,FALSE,82,241.6,37,80.2,0.462,5.9,16,0.367,31.2,64.1,0.486,19.5,26.4,0.74,12.6,28.6,41.3,22.7,8,5.1,15.8,23,99.5
34605,1995,NBA,Atlanta Hawks,ATL,TRUE,82,242.1,36.6,79.1,0.463,5.1,14.8,0.347,31.5,64.3,0.489,17,23.4,0.726,12.8,29.2,42,21.1,7.4,3.9,16.6,22.1,95.3
34606,1995,NBA,Boston Celtics,BOS,TRUE,82,241.5,40.3,83.2,0.484,4.6,12.8,0.358,35.7,70.4,0.507,19.5,27.1,0.72,13,28.5,41.5,24.4,8,5.5,15,23.4,104.7
34607,1995,NBA,Charlotte Hornets,CHH,TRUE,82,241.5,37.7,83,0.454,5.2,15.7,0.333,32.4,67.3,0.482,16.8,22.7,0.74,13.4,28.8,42.3,23.1,6.5,4.5,14.8,22.7,97.3
34608,1995,NBA,Chicago Bulls,CHI,TRUE,82,241.8,35.6,78,0.457,4.9,14,0.349,30.8,64,0.48,20.5,27.8,0.738,13,27.5,40.5,20.9,8.4,4.5,18.1,23.1,96.7
34609,1995,NBA,Cleveland Cavaliers,CLE,TRUE,82,243,34.2,74.2,0.461,4.8,13.5,0.357,29.4,60.7,0.484,16.6,22,0.757,10.4,27.4,37.8,22.1,6.8,5.3,14.8,21.6,89.8
34610,1995,NBA,Dallas Mavericks,DAL,FALSE,82,243,41.5,85.1,0.488,5.3,14.4,0.366,36.3,70.7,0.513,17.7,24.2,0.734,12.8,29,41.9,24.3,8.8,6.1,15.2,23.5,106.1
34611,1995,NBA,Denver Nuggets,DEN,TRUE,82,243.7,37.2,81.6,0.456,5.1,14.7,0.347,32.1,66.9,0.479,21,28,0.75,12.5,26.9,39.4,21.8,7.8,5.6,14.2,23.9,100.5
34612,1995,NBA,Detroit Pistons,DET,FALSE,82,240.6,38,80,0.476,5.5,15.1,0.363,32.6,64.9,0.502,23.9,33.2,0.722,14,29.7,43.6,24.5,8.5,5.4,15.7,21.3,105.5
34613,1995,NBA,Golden State Warriors,GSW,FALSE,82,242.7,43,88.2,0.488,6,16.9,0.355,37,71.3,0.519,19.1,26.5,0.72,14.6,30.8,45.4,28.6,10.5,5,16.2,26,111.1
34614,1995,NBA,Houston Rockets,HOU,TRUE,82,240.6,39,86.1,0.453,6.2,16.4,0.376,32.9,69.7,0.472,17.2,22.9,0.751,14.2,29.1,43.3,23.7,9.1,4.5,15.5,21.7,101.4
34615,1995,NBA,Indiana Pacers,IND,TRUE,82,241.2,35.6,78.1,0.456,5.8,15.9,0.364,29.8,62.2,0.479,18.5,25.5,0.726,12.8,26.3,39.1,22,8.4,5.1,16.7,25.1,95.5
34616,1995,NBA,Los Angeles Clippers,LAC,FALSE,82,242.4,39.1,78.9,0.496,4.7,12.8,0.37,34.4,66.1,0.52,22.9,30.5,0.75,13.2,30.9,44.1,23.4,8.5,5.6,18.4,23.2,105.8
34617,1995,NBA,Los Angeles Lakers,LAL,TRUE,82,242.7,40.2,86,0.468,5.6,15.8,0.352,34.7,70.2,0.494,19.3,27.2,0.708,15.6,30.2,45.8,26.9,7.9,6,17,22,105.3
34618,1995,NBA,Miami Heat,MIA,FALSE,82,241.5,37.7,80.1,0.471,6.2,17.3,0.361,31.5,62.8,0.501,21.1,28.5,0.74,12.6,28.7,41.4,22.7,8,4.7,16.2,23.1,102.8
34619,1995,NBA,Milwaukee Bucks,MIL,FALSE,82,242.1,39.6,80.4,0.493,6,15.1,0.395,33.6,65.2,0.516,18.5,25.4,0.729,12.4,28.5,40.9,25.6,9.4,5,16.6,24.1,103.7
34620,1995,NBA,Minnesota Timberwolves,MIN,FALSE,82,241.2,37.7,79.4,0.474,5.7,15.2,0.377,32,64.2,0.498,22.2,30.4,0.731,14.3,28.1,42.4,25.2,8.6,6.2,16.1,24.2,103.2
34621,1995,NBA,New Jersey Nets,NJN,FALSE,82,242.4,38.8,84.2,0.461,5.4,14.3,0.374,33.4,69.9,0.479,18.2,25.3,0.721,12.9,29.7,42.6,22.3,8.9,5.4,13.5,23.3,101.2
34622,1995,NBA,New York Knicks,NYK,TRUE,82,241.2,34.1,78.2,0.437,4.8,14.2,0.341,29.3,64,0.458,22,29.9,0.736,12.5,28.3,40.7,19.3,7.8,4,15.4,23.3,95.1
34623,1995,NBA,Orlando Magic,ORL,TRUE,82,243,39.5,86.5,0.457,5.7,15.1,0.378,33.8,71.4,0.474,19,25.7,0.741,13.9,27.1,41,24.2,8.5,4.5,15,23.8,103.8
34624,1995,NBA,Philadelphia 76ers,PHI,FALSE,82,241.5,37.8,81.3,0.465,5.7,15.7,0.363,32.1,65.6,0.49,19.1,25.1,0.763,13.9,28.3,42.2,24.3,8.7,5.1,15.8,22.7,100.4
34625,1995,NBA,Phoenix Suns,PHO,TRUE,82,241.8,40.5,84.9,0.477,6.4,18.8,0.34,34.1,66.1,0.516,19.4,26.1,0.744,12.7,29.6,42.3,26.2,8,4.8,15.7,24.7,106.8
34626,1995,NBA,Portland Trail Blazers,POR,TRUE,82,240.3,36,78.8,0.456,5.4,14.5,0.372,30.6,64.3,0.476,21.9,29,0.754,10.8,28,38.8,21.8,7.8,4.9,15.9,23.6,99.2
34627,1995,NBA,Sacramento Kings,SAC,FALSE,82,242.1,36.1,79.9,0.453,4.6,15.1,0.304,31.5,64.7,0.487,22.4,30.2,0.741,14,27.7,41.6,22.2,9.2,6.3,16.4,24.8,99.2
34628,1995,NBA,San Antonio Spurs,SAS,TRUE,82,242.1,38.6,85,0.454,5.2,15.3,0.341,33.4,69.8,0.479,18.2,25.5,0.714,12.4,28.1,40.5,22.9,7.7,5,14.4,25.2,100.6
34629,1995,NBA,Seattle SuperSonics,SEA,TRUE,82,241.8,36.7,80.9,0.453,6.3,18.5,0.343,30.3,62.5,0.486,22.5,30.7,0.735,13,26.9,39.9,22.5,8,6,18.1,24.7,102.2
34630,1995,NBA,Utah Jazz,UTA,TRUE,82,241.2,34.7,76.6,0.453,6.7,17.5,0.382,28,59.2,0.474,22.4,30.2,0.741,11.2,25.9,37.1,20.9,7.9,5.2,16.5,25,98.4
34631,1995,NBA,Washington Bullets,WSB,FALSE,82,242.1,39.6,82.5,0.48,5.3,14,0.383,34.2,68.6,0.499,21.6,28.2,0.765,13.5,30.7,44.2,23.9,8.5,5.4,16.6,21.6,106.1
34632,1995,NBA,League Average,NA,FALSE,82,241.9,38,81.5,0.466,5.5,15.3,0.359,32.5,66.2,0.491,19.9,27.1,0.737,13,28.5,41.6,23.4,8.3,5.2,15.9,23.5,101.4
34633,1994,NBA,Atlanta Hawks,ATL,TRUE,82,240.9,38.6,84.8,0.455,3.4,10.6,0.315,35.2,74.2,0.475,15.7,21.1,0.742,14.1,28.8,42.9,23.1,7.8,4.1,17.9,21,96.2
34634,1994,NBA,Boston Celtics,BOS,FALSE,82,242.7,40.9,85.8,0.477,2.8,8.1,0.347,38.1,77.7,0.491,20.4,27,0.754,13.8,30.6,44.4,25.5,8.4,5,15.5,21.2,105.1
34635,1994,NBA,Charlotte Hornets,CHH,FALSE,82,241.8,42.2,89.7,0.471,3.9,11.2,0.346,38.4,78.6,0.488,18.4,24.8,0.74,14.8,30.1,44.9,25.8,7.7,5.2,15.4,21.5,106.7
34636,1994,NBA,Chicago Bulls,CHI,TRUE,82,241.2,36.9,79.8,0.463,3.1,9.5,0.323,33.9,70.3,0.482,17.9,24.2,0.74,12,27.3,39.3,22.4,8.9,4.6,16.3,21,94.9
34637,1994,NBA,Cleveland Cavaliers,CLE,TRUE,82,242.1,38.2,82.2,0.464,3.1,8.9,0.354,35,73.3,0.478,17.6,24,0.735,12.9,28.5,41.4,24.5,7.7,5.6,15.8,21.9,97.1
34638,1994,NBA,Dallas Mavericks,DAL,FALSE,82,240.6,39.2,79.4,0.494,3,8.4,0.362,36.1,71,0.509,22.5,30.5,0.737,13.4,30.5,44,24,9.5,6.2,17.4,20.1,103.8
34639,1994,NBA,Denver Nuggets,DEN,TRUE,82,240.9,37.4,85.4,0.438,2.5,8.7,0.29,34.8,76.6,0.455,21.5,28.6,0.75,13.6,28.4,42.1,21.3,8.8,6.1,15.2,23.9,98.8
34640,1994,NBA,Detroit Pistons,DET,FALSE,82,240.6,39.7,83.9,0.473,3.3,9.9,0.334,36.4,74,0.492,22,29.9,0.736,14.5,31.6,46.1,25.6,8.8,4.5,14.3,19.5,104.7
34641,1994,NBA,Golden State Warriors,GSW,TRUE,82,241.2,41.8,89.4,0.468,3.7,10.6,0.351,38.1,78.8,0.483,18.8,25.7,0.731,16.1,29.4,45.5,26.6,10.3,5,17.4,22.8,106.1
34642,1994,NBA,Houston Rockets,HOU,TRUE,82,241.2,38.4,87.4,0.44,3.1,10.3,0.306,35.3,77.1,0.458,16.8,22.8,0.736,13.9,29.7,43.6,23.2,9.4,3.8,14.9,21.3,96.8
34643,1994,NBA,Indiana Pacers,IND,TRUE,82,240.9,36.3,80.7,0.45,3.3,9.9,0.335,33,70.7,0.466,21.6,29.5,0.73,13.8,26.3,40.1,23.2,10.1,4.7,16.3,24.2,97.5
34644,1994,NBA,Los Angeles Clippers,LAC,FALSE,82,241.2,42.8,90.5,0.473,3.8,10.8,0.349,39.1,79.7,0.49,19.3,26.9,0.717,16.4,31.3,47.8,27.1,11,5.8,16.6,21.8,108.7
34645,1994,NBA,Los Angeles Lakers,LAL,FALSE,82,240.9,40.7,85.5,0.476,2.8,8.8,0.315,37.9,76.6,0.495,20.5,28.6,0.717,15.7,30.9,46.5,26.4,8.1,5.2,16.4,20.2,104.7
34646,1994,NBA,Miami Heat,MIA,TRUE,82,241.5,37,81,0.457,3.6,10.9,0.331,33.4,70.1,0.477,23,30.8,0.748,13.1,27.6,40.7,22.2,8.4,5.3,16,23.7,100.7
34647,1994,NBA,Milwaukee Bucks,MIL,FALSE,82,240.3,39.7,80.8,0.491,3.5,9.6,0.362,36.2,71.2,0.509,20.5,27.9,0.737,13.2,30.4,43.7,25.5,9.4,5.1,17.3,21.7,103.4
34648,1994,NBA,Minnesota Timberwolves,MIN,FALSE,82,240.6,39.6,83.8,0.472,2.8,9,0.308,36.8,74.8,0.492,21.7,29.9,0.727,13.4,28,41.4,25.7,10,6.7,14.2,22.6,103.6
34649,1994,NBA,New Jersey Nets,NJN,TRUE,82,241.8,39.8,86.9,0.458,2.9,9,0.318,37,77.9,0.475,18.5,24.9,0.743,13.9,30.8,44.8,23.4,8.7,7.1,15.2,23.2,101
34650,1994,NBA,New York Knicks,NYK,TRUE,82,240.9,33.9,78.7,0.431,3.1,10.1,0.307,30.9,68.6,0.45,20.5,28.5,0.719,12.4,27.4,39.8,20.5,8.3,4.1,17.3,23.1,91.5
34651,1994,NBA,Orlando Magic,ORL,TRUE,82,240.6,39.8,86.9,0.458,3.6,10.3,0.349,36.2,76.6,0.473,18.6,25,0.745,14.6,28.1,42.7,25.6,9.2,5.4,15,22.5,101.8
34652,1994,NBA,Philadelphia 76ers,PHI,FALSE,82,241.5,43.3,89.5,0.484,3.2,9.7,0.331,40.1,79.8,0.502,15.8,21.3,0.744,14.7,31.8,46.5,28.7,9.8,4.7,14.5,21.1,105.6
34653,1994,NBA,Phoenix Suns,PHO,TRUE,82,240.3,41.2,87,0.474,3.5,10.5,0.328,37.8,76.5,0.494,17.5,24.4,0.72,13.2,27.4,40.6,26.3,9.1,5.3,15.3,22.8,103.4
34654,1994,NBA,Portland Trail Blazers,POR,TRUE,82,240.9,40.4,86.1,0.469,3.6,10.1,0.357,36.8,75.9,0.484,20.3,27,0.75,12.4,30.3,42.6,25.5,8,4.8,17,23.7,104.6
34655,1994,NBA,Sacramento Kings,SAC,FALSE,82,240.9,41,85.6,0.479,3.4,9.4,0.359,37.6,76.2,0.494,21.5,29.9,0.722,14.5,31.4,45.9,25,9.1,6.1,16.4,23.1,106.9
34656,1994,NBA,San Antonio Spurs,SAS,TRUE,82,241.2,37.4,83.9,0.446,3.5,10.6,0.333,33.9,73.3,0.462,16.5,22.9,0.719,13.3,26.3,39.5,21.6,7.7,4.2,12.4,21.8,94.8
34657,1994,NBA,Seattle SuperSonics,SEA,TRUE,82,240.6,35.7,78.8,0.453,4,11.5,0.345,31.7,67.2,0.472,21.5,29,0.741,13.2,26.7,39.9,22,8.4,5.1,20.3,23,96.9
34658,1994,NBA,Utah Jazz,UTA,TRUE,82,241.8,36.3,81,0.448,3.5,11.8,0.299,32.7,69.2,0.473,21.6,29.8,0.725,13.4,28.4,41.8,22,7.2,5.6,16.1,23.4,97.7
34659,1994,NBA,Washington Bullets,WSB,FALSE,82,240.3,43.5,85.7,0.508,3.1,8.8,0.349,40.5,76.9,0.526,17.6,24.3,0.723,13.6,28.8,42.5,25.8,9.9,5.7,15.7,22.2,107.7
34660,1994,NBA,League Average,NA,FALSE,82,241.1,39.3,84.4,0.466,3.3,9.9,0.333,36,74.5,0.483,19.6,26.6,0.734,13.9,29.1,43,24.4,8.9,5.2,16,22.2,101.5
34661,1993,NBA,Atlanta Hawks,ATL,TRUE,82,241.8,42.8,86.3,0.496,3.4,10.2,0.337,39.4,76.1,0.517,19.3,25.5,0.758,13.2,29.4,42.6,26.7,9,4.4,16.6,22.9,108.4
34662,1993,NBA,Boston Celtics,BOS,TRUE,82,241.2,39.4,85.1,0.463,2.6,7.9,0.332,36.8,77.2,0.476,21.3,27.7,0.771,13.3,29,42.3,24,7.8,4.7,14.4,20.4,102.8
34663,1993,NBA,Charlotte Hornets,CHH,TRUE,82,240.9,44.3,93.9,0.472,2.9,9.2,0.311,41.5,84.7,0.49,18.9,25.4,0.744,16.5,29.3,45.8,27.8,7.3,5.3,15.2,23.5,110.4
34664,1993,NBA,Chicago Bulls,CHI,TRUE,82,241.8,38.3,80.8,0.474,3,8.4,0.361,35.3,72.4,0.487,19.3,24.8,0.779,12.7,27.6,40.3,23.4,7.3,4.4,16.7,21.1,98.9
34665,1993,NBA,Cleveland Cavaliers,CLE,TRUE,82,241.8,41.1,88.2,0.466,2.8,8.5,0.329,38.3,79.7,0.481,16.3,21.2,0.766,13.6,29,42.6,25.7,7.4,4.5,14.7,22.3,101.3
34666,1993,NBA,Dallas Mavericks,DAL,FALSE,82,240.6,41.5,82.7,0.501,2.9,8,0.358,38.6,74.8,0.517,28.7,37.5,0.766,13,33.4,46.4,25,9.8,6.3,15.5,22.7,114.5
34667,1993,NBA,Denver Nuggets,DEN,FALSE,82,241.8,40.5,88,0.461,2.7,7.9,0.343,37.8,80.1,0.472,23.2,30.7,0.754,14.1,30.5,44.7,23,9.1,6.1,16.3,24.2,106.9
34668,1993,NBA,Detroit Pistons,DET,FALSE,82,241.2,40.5,84.2,0.481,3.2,9.4,0.339,37.3,74.8,0.499,17.8,24.2,0.736,13.4,29.8,43.2,25,7.6,4.4,14.9,22,102
34669,1993,NBA,Golden State Warriors,GSW,FALSE,82,242.7,42.3,87.8,0.482,3.3,9.7,0.343,39,78.1,0.5,22.9,30.4,0.755,14.3,28.6,42.9,25.6,10,5.6,16.5,24.3,110.9
34670,1993,NBA,Houston Rockets,HOU,TRUE,82,241.2,39.7,86.9,0.457,3,8.9,0.332,36.7,78,0.471,17.5,22.9,0.763,14.2,28,42.2,24,8.7,4,15,21.9,99.8
34671,1993,NBA,Indiana Pacers,IND,TRUE,82,240.9,39.8,84.8,0.469,2.6,8.6,0.306,37.1,76.2,0.487,23.9,32.1,0.743,14.5,28.6,43.1,24.2,8.5,4.7,14.4,24.1,106.1
34672,1993,NBA,Los Angeles Clippers,LAC,TRUE,82,241.5,40.4,86,0.47,3.4,9.6,0.348,37,76.4,0.485,22.6,29.7,0.763,14.4,29.7,44.1,24,9.3,5.5,17.6,21.6,106.8
34673,1993,NBA,Los Angeles Lakers,LAL,TRUE,82,241.8,41.9,86.8,0.483,3,8.9,0.337,38.9,77.9,0.5,18.6,25,0.746,14.1,29.4,43.5,26,8.4,4.7,16.3,22.8,105.5
34674,1993,NBA,Miami Heat,MIA,FALSE,82,244,39.4,82.8,0.476,3.2,9.5,0.339,36.2,73.3,0.494,22.7,29.5,0.77,12.6,29.6,42.1,24,8,5.2,15.9,25,104.7
34675,1993,NBA,Milwaukee Bucks,MIL,FALSE,82,240.6,40.3,83.5,0.483,3.3,9.5,0.344,37,73.9,0.501,22.2,29.7,0.748,15.5,29.2,44.7,25.5,9.4,5.6,18,22.1,106.1
34676,1993,NBA,Minnesota Timberwolves,MIN,FALSE,82,242.1,40.5,83.1,0.488,2.5,7,0.36,38,76,0.5,22.3,29.4,0.758,13.7,28.4,42.1,26.1,9,6,15,22.9,105.9
34677,1993,NBA,New Jersey Nets,NJN,TRUE,82,241.2,39.4,84.7,0.465,2.5,7.5,0.325,37,77.2,0.479,20.3,27.4,0.741,13.4,28.6,42,21.8,9.5,5.1,15.9,22.9,101.6
34678,1993,NBA,New York Knicks,NYK,TRUE,82,243,34.4,80.7,0.426,2.8,9.2,0.305,31.6,71.6,0.442,23.8,31.5,0.755,12.6,28.4,40.9,20.2,8,4.7,16.6,24.5,95.4
34679,1993,NBA,Orlando Magic,ORL,FALSE,82,242.4,40.3,88.5,0.456,3,9.2,0.329,37.3,79.3,0.471,20.5,28.1,0.729,14.2,27.7,41.9,25.5,8.7,4.9,13.6,24.1,104.2
34680,1993,NBA,Philadelphia 76ers,PHI,FALSE,82,243,44.7,92,0.486,3.4,9.5,0.358,41.3,82.5,0.5,17.3,22.9,0.755,15.3,32.1,47.5,29.3,9.5,6,15.7,21.8,110.1
34681,1993,NBA,Phoenix Suns,PHO,TRUE,82,240.6,42.7,89.1,0.479,3,9.1,0.333,39.6,80,0.496,18.3,25.3,0.723,13.6,28.2,41.9,25.7,8.6,6.2,16.2,24.9,106.7
